product,Question,Response,Sentiment Score,Response value,lemm
Chobani Smooth,All Questions,Great consistency. It lived up to the  smooth  name.,62.49,8,"['great', 'consistency', 'live', 'smooth', 'name']"
Yoplait OSY,All Questions,I enjoy the flavor of the yogurt and the tart of it. I also like the amount of fruit on the bottom.,69.08,9,"['enjoy', 'flavor', 'yogurt', 'tart', 'also', 'like', 'amount', 'fruit', 'bottom']"
Chobani Smooth,All Questions,"Smooth and creamy with no seeds, tastes like strawberry ice cream.  No bad aftertaste.",-65.97,8,"['smooth', 'creamy', 'seed', 'taste', 'like', 'strawberry', 'ice', 'cream', 'bad', 'aftertaste']"
Yoplait OSY,All Questions,Did not have a sour taste like some Greek yogurts,36.12,7,"['sour', 'taste', 'like', 'greek', 'yogurt']"
Chobani Smooth,All Questions,It was very creamy. The bits of strawberry added flavor.,0,4,"['creamy', 'bit', 'strawberry', 'add', 'flavor']"
Yoplait OSY,All Questions,"I like the creaminess, texture, and pleasant aftertaste. I really enjoy the thickness of this Chobani Greek Yogurt.",85.16,8,"['like', 'creaminess', 'texture', 'pleasant', 'aftertaste', 'really', 'enjoy', 'thickness', 'chobani', 'greek', 'yogurt']"
Chobani Smooth,All Questions,"Very smooth, a great taste that's a balance of sweet and tangy. I liked that it tasted more like Greek yogurt than regular yogurt.",91.81,7,"['smooth', 'great', 'taste', 'thats', 'balance', 'sweet', 'tangy', 'like', 'taste', 'like', 'greek', 'yogurt', 'regular', 'yogurt']"
Yoplait OSY,All Questions,I liked the strawberry flavor and the creamy Greek style consistency. I also liked the nutritional info.,68.08,9,"['like', 'strawberry', 'flavor', 'creamy', 'greek', 'style', 'consistency', 'also', 'like', 'nutritional', 'info']"
Chobani Smooth,All Questions,It has a nice pink color and pleasant strawberry smell.  I enjoyed the smooth texture and a good aftertaste.  The amount of sweetness was just right as well.,94.85,8,"['nice', 'pink', 'color', 'pleasant', 'strawberry', 'smell', 'enjoy', 'smooth', 'texture', 'good', 'aftertaste', 'amount', 'sweetness', 'right', 'well']"
Yoplait OSY,All Questions,good amount of real fruit mixed with yogurt  -just the right amount of sweetness  -liked the thickness and texture of this sample  -pleasant aftertaste,90.42,8,"['good', 'amount', 'real', 'fruit', 'mixed', 'yogurt', 'right', 'amount', 'sweetness', 'like', 'thickness', 'texture', 'sample', 'pleasant', 'aftertaste']"
Chobani Smooth,All Questions,it was smooth without chunks,0,7,"['smooth', 'without', 'chunk']"
Yoplait OSY,All Questions,"It's a healthy, packaged option for getting protein. It's sweet, but not terribly sugary tasting. The design of the package is easy to hold.",89.06,4,"['healthy', 'package', 'option', 'get', 'protein', 'sweet', 'terribly', 'sugary', 'taste', 'design', 'package', 'easy', 'hold']"
Chobani Smooth,All Questions,Smooth and creamy texture. Good flavor.,44.04,7,"['smooth', 'creamy', 'texture', 'good', 'flavor']"
Yoplait OSY,All Questions,Creamy  Smooth  Filling  Ample chunks of strawberry  Real fruit  No after taste  Low in caleries  12 G protein,-51.06,8,"['creamy', 'smooth', 'filling', 'ample', 'chunk', 'strawberry', 'real', 'fruit', 'taste', 'low', 'caleries', '12', 'g', 'protein']"
Chobani Smooth,All Questions,"I like the flavor of the yogurt, and it has a nice strawberry taste. It was creamy and smooth.",64.86,8,"['like', 'flavor', 'yogurt', 'nice', 'strawberry', 'taste', 'creamy', 'smooth']"
Yoplait OSY,All Questions,Thick creamy consistency and strong flavor,51.06,8,"['thick', 'creamy', 'consistency', 'strong', 'flavor']"
Chobani Smooth,All Questions,The creaminess and the smoothness.,0,8,"['creaminess', 'smoothness']"
Yoplait OSY,All Questions,"Very satisfying, smooth, creamy",50.95,9,"['satisfy', 'smooth', 'creamy']"
Chobani Smooth,All Questions,"The yogurt is very creamy, the strawberry taste is not tart but very sweet and very present in the product, the chunks of fruit are nice and just the right amount.",84.58,9,"['yogurt', 'creamy', 'strawberry', 'taste', 'tart', 'sweet', 'present', 'product', 'chunk', 'fruit', 'nice', 'right', 'amount']"
Yoplait OSY,All Questions,The packaging is nice and it clearly states what is inside: greek yogurt with strawberry on the bottom,67.05,7,"['packaging', 'nice', 'clearly', 'state', 'inside', 'greek', 'yogurt', 'strawberry', 'bottom']"
Chobani Smooth,All Questions,level of sweetness - not too sugary,49.39,7,"['level', 'sweetness', 'sugary']"
Yoplait OSY,All Questions,"Creamy, nice strawberry flavor, not too sweet",8.23,8,"['creamy', 'nice', 'strawberry', 'flavor', 'sweet']"
Chobani Smooth,All Questions,I liked that the yogurt had more protein than regular yogurt.,42.15,3,"['like', 'yogurt', 'protein', 'regular', 'yogurt']"
Yoplait OSY,All Questions,Not sweet. Small globs made seem rich/creamy/thick (like cottage cheese).,-35.7,7,"['sweet', 'small', 'glob', 'make', 'seem', 'richcreamythick', 'like', 'cottage', 'cheese']"
Chobani Smooth,All Questions,Thin-ness of yogurt. Smoothness.,0,7,"['thinness', 'yogurt', 'smoothness']"
Yoplait OSY,All Questions,The strawberry flavor and the fruit pieces.,0,7,"['strawberry', 'flavor', 'fruit', 'piece']"
Chobani Smooth,All Questions,Creamy and rich,55.74,7,"['creamy', 'rich']"
Yoplait OSY,All Questions,"creamy texture, strawberry flavor good",44.04,8,"['creamy', 'texture', 'strawberry', 'flavor', 'good']"
Chobani Smooth,All Questions,The extra creamy consistency,0,7,"['extra', 'creamy', 'consistency']"
Yoplait OSY,All Questions,"I like the thickness, taste, texture, strawberry chunks and not just strawberry flavor. I like that it has a lot of protein and only 100 calories. I also like that it is a natural color and not artificially dyed.",84.02,8,"['like', 'thickness', 'taste', 'texture', 'strawberry', 'chunk', 'strawberry', 'flavor', 'like', 'lot', 'protein', '100', 'calorie', 'also', 'like', 'natural', 'color', 'artificially', 'dye']"
Chobani Smooth,All Questions,"Price, less sugar, more protein, strawberry flavor. I would have wanted to eat another one right after this because the flavor was good.",44.04,7,"['price', 'le', 'sugar', 'protein', 'strawberry', 'flavor', 'would', 'want', 'eat', 'another', 'one', 'right', 'flavor', 'good']"
Yoplait OSY,All Questions,Very Smooth and Creamy texture.,0,8,"['smooth', 'creamy', 'texture']"
Chobani Smooth,All Questions,I like the smooth texture and even flavors throughout,36.12,7,"['like', 'smooth', 'texture', 'even', 'flavor', 'throughout']"
Yoplait OSY,All Questions,I really liked the thickness of it - it felt heavy (solid),47.54,4,"['really', 'liked', 'thickness', 'felt', 'heavy', 'solid']"
Chobani Smooth,All Questions,"Smoothness, the right amount of sweetness",49.39,7,"['smoothness', 'right', 'amount', 'sweetness']"
Yoplait OSY,All Questions,"The nutrition label was one of the top reasons I liked this yogurt. I love that it is fat free!     Looking at the first page, I thought there were a variety of appealing flavors to choose from.    Taste: The texture was pretty good, but it could have been smoother. I stirred mine quite a bit and still had some small chunks of yogurt. However, I really liked the size and taste of the strawberries!",92.44,8,"['nutrition', 'label', 'one', 'top', 'reason', 'like', 'yogurt', 'love', 'fat', 'free', 'look', 'first', 'page', 'think', 'variety', 'appeal', 'flavor', 'choose', 'taste', 'texture', 'pretty', 'good', 'could', 'smoother', 'stir', 'mine', 'quite', 'bit', 'still', 'small', 'chunk', 'yogurt', 'however', 'really', 'liked', 'size', 'taste', 'strawberry']"
Chobani Smooth,All Questions,I liked the strawberry flavor and the fruit pieces.It was smooth and had a nice taste.,68.08,8,"['like', 'strawberry', 'flavor', 'fruit', 'piecesit', 'smooth', 'nice', 'taste']"
Yoplait OSY,All Questions,I like the thickness of the yogurt and the taste of the Greek yogurt.  It was not sour or too sweet.  There was a good balance of strawberry to yogurt and I liked finding a chunk of strawberry.  I like the packaging because it is unique and easy to find in the yogurt section of a store.,93.93,9,"['like', 'thickness', 'yogurt', 'taste', 'greek', 'yogurt', 'sour', 'sweet', 'good', 'balance', 'strawberry', 'yogurt', 'like', 'find', 'chunk', 'strawberry', 'like', 'package', 'unique', 'easy', 'find', 'yogurt', 'section', 'store']"
Chobani Smooth,All Questions,"I liked the creaminess of the product. I also liked the nice, subtle flavor.",81.26,6,"['liked', 'creaminess', 'product', 'also', 'like', 'nice', 'subtle', 'flavor']"
Yoplait OSY,All Questions,"Thick, creamy consistency - the thickness makes it seem more like a dessert!  Natural ingredients, good strawberry flavor, no growth hormones.",84.61,8,"['thick', 'creamy', 'consistency', 'thickness', 'make', 'seem', 'like', 'dessert', 'natural', 'ingredient', 'good', 'strawberry', 'flavor', 'growth', 'hormone']"
Chobani Smooth,All Questions,"I love the  smooth  texture and the overall taste.  The texture feels like as it was extremely whipped (like whipping cream) and provides a different type of texture than traditional yogurt.  In my opinion, typical yogurt, is not as whipped as this version of yogurt.  Typical yogurt tends to be more separated than whipped.",77.17,9,"['love', 'smooth', 'texture', 'overall', 'taste', 'texture', 'feel', 'like', 'extremely', 'whip', 'like', 'whip', 'cream', 'provide', 'different', 'type', 'texture', 'traditional', 'yogurt', 'opinion', 'typical', 'yogurt', 'whip', 'version', 'yogurt', 'typical', 'yogurt', 'tend', 'separate', 'whip']"
Yoplait OSY,All Questions,"I liked the strawberry taste. I thought it had a good amount of sweetness, but not too sweet.It had a good amount of tartness too. I liked that it had a good amount of protein. I liked the serving size. It was a perfect amount for a snack.",97.79,7,"['like', 'strawberry', 'taste', 'think', 'good', 'amount', 'sweetness', 'sweetit', 'good', 'amount', 'tartness', 'like', 'good', 'amount', 'protein', 'like', 'serve', 'size', 'perfect', 'amount', 'snack']"
Chobani Smooth,All Questions,"Tastes great, sweet, smooth",79.64,8,"['taste', 'great', 'sweet', 'smooth']"
Yoplait OSY,All Questions,"Product was not too sweet, has a thicker taste (but not too thick) and has good flavor. Overall, it's something I would eat.",10.78,8,"['product', 'sweet', 'thicker', 'taste', 'thick', 'good', 'flavor', 'overall', 'something', 'would', 'eat']"
Chobani Smooth,All Questions,"I like the smooth and creamy texture and awesome taste, which was not too sweet.",62.73,8,"['like', 'smooth', 'creamy', 'texture', 'awesome', 'taste', 'sweet']"
Yoplait OSY,All Questions,LOTS OF FRUIT IN THE CUP. GOOD FLAVOR. VERY FILLING,44.04,8,"['lot', 'fruit', 'cup', 'good', 'flavor', 'filling']"
Chobani Smooth,All Questions,Creamy,0,6,['creamy']
Yoplait OSY,All Questions,Mixture of fruit pieces with yogurt.  Only 120 calories.,0,8,"['mixture', 'fruit', 'piece', 'yogurt', '120', 'calorie']"
Chobani Smooth,All Questions,It tasted like fresh fruit and was very filling.,58.59,9,"['taste', 'like', 'fresh', 'fruit', 'filling']"
Yoplait OSY,All Questions,Texture  Protein content  Consistency  Real fruit  Amount  Fullness,0,9,"['texture', 'protein', 'content', 'consistency', 'real', 'fruit', 'amount', 'fullness']"
Chobani Smooth,All Questions,I liked the texture.  It was very smooth and creamy.  I liked that it wasn't too sweet.  It had a  clean  taste with no artificial or unpleasant aftertaste.,13.31,8,"['liked', 'texture', 'smooth', 'creamy', 'like', 'wasnt', 'sweet', 'clean', 'taste', 'artificial', 'unpleasant', 'aftertaste']"
Yoplait OSY,All Questions,"I thought the actual yogurt was good, creamy, smooth and filling like I expect of greek yogurts. The packaging is eye pleasing.",83.16,7,"['think', 'actual', 'yogurt', 'good', 'creamy', 'smooth', 'fill', 'like', 'expect', 'greek', 'yogurt', 'package', 'eye', 'pleasing']"
Chobani Smooth,All Questions,"That it is smooth and creamy, has less sugar, is higher in protein than other regular yogurts. However, I my still opt for Greek yogurts that have a bit higher protein.  I like that it is non-GMO. The price is reasonable. I like that the fruit was blended in.",61.24,7,"['smooth', 'creamy', 'less', 'sugar', 'high', 'protein', 'regular', 'yogurt', 'however', 'still', 'opt', 'greek', 'yogurt', 'bit', 'high', 'protein', 'like', 'nongmo', 'price', 'reasonable', 'like', 'fruit', 'blend']"
Yoplait OSY,All Questions,"Thick and creamy  real strawberries gave it a good flavor, plus chunks of berries  5 grams of live cultures,  12 g. protein",44.04,8,"['thick', 'creamy', 'real', 'strawberry', 'give', 'good', 'flavor', 'plus', 'chunks', 'berry', '5', 'gram', 'live', 'culture', '12', 'g', 'protein']"
Chobani Smooth,All Questions,"color, consistency, no big chunks of fruit",-29.6,8,"['color', 'consistency', 'big', 'chunk', 'fruit']"
Yoplait OSY,All Questions,There is a lovely thickness to this product. I really liked the consistency and weight of it.  It  felt  like a substantial treat. The fruit flavor adds pops of interest.,94.22,8,"['lovely', 'thickness', 'product', 'really', 'liked', 'consistency', 'weight', 'felt', 'like', 'substantial', 'treat', 'fruit', 'flavor', 'add', 'pops', 'interest']"
Chobani Smooth,All Questions,"Texture, flavor and not having the fruit on the bottom",0,8,"['texture', 'flavor', 'fruit', 'bottom']"
Yoplait OSY,All Questions,i like that it is creamy and has big pieces of fruit,36.12,7,"['like', 'creamy', 'big', 'piece', 'fruit']"
Chobani Smooth,All Questions,"It  was smooth & Creamy, It had the right amount of sweetness and overall great flavor.",80.74,8,"['smooth', 'creamy', 'right', 'amount', 'sweetness', 'overall', 'great', 'flavor']"
Yoplait OSY,All Questions,creamy,0,8,['creamy']
Chobani Smooth,All Questions,The taste is great!,65.88,8,"['taste', 'great']"
Yoplait OSY,All Questions,"Pieces of fruit were perfect size,  not too big and blended in well with the yogurt.",70.03,7,"['piece', 'fruit', 'perfect', 'size', 'big', 'blend', 'well', 'yogurt']"
Chobani Smooth,All Questions,creaminess with a little tang,0,8,"['creaminess', 'little', 'tang']"
Yoplait OSY,All Questions,"Non-GMO, live cultured robiotics good for digestion health, made w/real fruit, cane sugar, taste, texture.",44.04,8,"['nongmo', 'live', 'culture', 'robiotics', 'good', 'digestion', 'health', 'make', 'wreal', 'fruit', 'cane', 'sugar', 'taste', 'texture']"
Chobani Smooth,All Questions,Texture and flavor,0,7,"['texture', 'flavor']"
Yoplait OSY,All Questions,The taste & creaminess was very good. I like that there were some little chunks of strawberries so you could really tell there were berries in the yogurt.,71.59,8,"['taste', 'creaminess', 'good', 'like', 'little', 'chunk', 'strawberry', 'could', 'really', 'tell', 'berry', 'yogurt']"
Chobani Smooth,All Questions,"It's creamy, flavorful, (on the edge of) but not too sweet, fruity smelling and tasting, a bit tangy and affordable.",-49.73,8,"['creamy', 'flavorful', 'edge', 'sweet', 'fruity', 'smell', 'taste', 'bit', 'tangy', 'affordable']"
Yoplait OSY,All Questions,Thickness and great fruit flavor,62.49,8,"['thickness', 'great', 'fruit', 'flavor']"
Chobani Smooth,All Questions,I like the packaging,36.12,4,"['like', 'packaging']"
Yoplait OSY,All Questions,Good flavor and it was very smooth.,44.04,8,"['good', 'flavor', 'smooth']"
Chobani Smooth,All Questions,"I liked the overall strawberry flavor and that it was already mixed in, versus being fruit on the bottom that had to be stirred in. I also liked that it was so smooth and creamy. It was light, flavorful, and filling. It would make a great addition to a meal or a healthy snack.",90.81,7,"['like', 'overall', 'strawberry', 'flavor', 'already', 'mixed', 'versus', 'fruit', 'bottom', 'stir', 'also', 'like', 'smooth', 'creamy', 'light', 'flavorful', 'filling', 'would', 'make', 'great', 'addition', 'meal', 'healthy', 'snack']"
Yoplait OSY,All Questions,the amount of protein and had lots of flavor.,0,7,"['amount', 'protein', 'lot', 'flavor']"
Chobani Smooth,All Questions,I like the flavor and there was no after taste for me. The texture is nice and smooth.,47.67,7,"['like', 'flavor', 'taste', 'texture', 'nice', 'smooth']"
Yoplait OSY,All Questions,Good flavor and I like the fruit chunks.,65.97,9,"['good', 'flavor', 'like', 'fruit', 'chunk']"
Chobani Smooth,All Questions,The texture and color look good,44.04,2,"['texture', 'color', 'look', 'good']"
Yoplait OSY,All Questions,the flavor is good.,44.04,7,"['flavor', 'good']"
Chobani Smooth,All Questions,Strawberry flavor was good.  Also the tangyness of the greek yogurt was perfect.,76.5,6,"['strawberry', 'flavor', 'good', 'also', 'tangyness', 'greek', 'yogurt', 'perfect']"
Yoplait OSY,All Questions,It tastes like actual strawberries.  It's not unnaturally pink.  It's sweet enough.  The yogurt is easy to get at -- there's no lip to the container that you have to scoop under.,77.83,9,"['taste', 'like', 'actual', 'strawberry', 'unnaturally', 'pink', 'sweet', 'enough', 'yogurt', 'easy', 'get', 'there', 'lip', 'container', 'scoop']"
Chobani Smooth,All Questions,"Very smooth, low fat, small chunks of strawberry",-33.53,7,"['smooth', 'low', 'fat', 'small', 'chunk', 'strawberry']"
Yoplait OSY,All Questions,"Thick,  creamy, not too sweet with a slight tang, fruit on the bottom, with some pieces of fruit, container was big enough to mix the fruit with the yoghurt.",-35.7,9,"['thick', 'creamy', 'sweet', 'slight', 'tang', 'fruit', 'bottom', 'piece', 'fruit', 'container', 'big', 'enough', 'mix', 'fruit', 'yoghurt']"
Chobani Smooth,All Questions,"I liked the texture.  It was very smooth, there were not any chunks in it.  I also liked the  color of the product.  The  coloring seemed very natural.  The price of the product is very good too.",89.06,1,"['liked', 'texture', 'smooth', 'chunk', 'also', 'like', 'color', 'product', 'coloring', 'seem', 'natural', 'price', 'product', 'good']"
Yoplait OSY,All Questions,Texture of the yogurt,0,6,"['texture', 'yogurt']"
Chobani Smooth,All Questions,"The smooth, creamy texture.  The flavor was sweet, but no too sweet to be overpowering.",49.39,7,"['smooth', 'creamy', 'texture', 'flavor', 'sweet', 'sweet', 'overpowering']"
Yoplait OSY,All Questions,"it is thick and creamy, good flavor",44.04,8,"['thick', 'creamy', 'good', 'flavor']"
Chobani Smooth,All Questions,Very smooth and tasty.,0,8,"['smooth', 'tasty']"
Yoplait OSY,All Questions,Thick and creamy texture. Pleasant flavor. No after taste.,27.32,8,"['thick', 'creamy', 'texture', 'pleasant', 'flavor', 'taste']"
Chobani Smooth,All Questions,Very smooth and creamy.  Lowfat usually has a funny taste to me but this product did not.  The packaging is appealing and I like that the word smooth is highlighted.  I like the cost (2 for $1.75).,81.51,8,"['smooth', 'creamy', 'lowfat', 'usually', 'funny', 'taste', 'product', 'packaging', 'appeal', 'like', 'word', 'smooth', 'highlight', 'like', 'cost', '2', '175']"
Yoplait OSY,All Questions,The flavor of the yogurt is something that I enjoy the most.  The texture of the yogurt was smooth.,49.39,7,"['flavor', 'yogurt', 'something', 'enjoy', 'texture', 'yogurt', 'smooth']"
Chobani Smooth,All Questions,Has a good flavor and not too sweet.  Smooth texture like stated on the package.  Often non-greek yogurts taste so sugary and this one did not.,44.42,8,"['good', 'flavor', 'sweet', 'smooth', 'texture', 'like', 'state', 'package', 'often', 'nongreek', 'yogurt', 'taste', 'sugary', 'one']"
Yoplait OSY,All Questions,I liked the flavor of the yougart and the mix in stuff and the packaging of the product.,42.15,7,"['like', 'flavor', 'yougart', 'mix', 'stuff', 'packaging', 'product']"
Chobani Smooth,All Questions,it was very smooth,0,7,['smooth']
Yoplait OSY,All Questions,The chunks of strawberry in it.,0,8,"['chunk', 'strawberry']"
Chobani Smooth,All Questions,Very creamy with chunks of real fruit.  11 grams of protein.,0,8,"['creamy', 'chunk', 'real', 'fruit', '11', 'gram', 'protein']"
Yoplait OSY,All Questions,The flavor is good and the texture is creamy.,44.04,8,"['flavor', 'good', 'texture', 'creamy']"
Chobani Smooth,All Questions,It really tasted like fresh strawberry.  There was a lot of pieces fruit in it. It was not chalky.,65.33,8,"['really', 'taste', 'like', 'fresh', 'strawberry', 'lot', 'piece', 'fruit', 'chalky']"
Yoplait OSY,All Questions,Strawberry flavor was perfect & I liked the thick consistency.,75.79,8,"['strawberry', 'flavor', 'perfect', 'like', 'thick', 'consistency']"
Chobani Smooth,All Questions,I love how it had a strong taste in flavor.,81.76,8,"['love', 'strong', 'taste', 'flavor']"
Yoplait OSY,All Questions,I love the texture and flavor of the yogurt.,63.69,8,"['love', 'texture', 'flavor', 'yogurt']"
Chobani Smooth,All Questions,Creamy texture.  Good portion size.,44.04,6,"['creamy', 'texture', 'good', 'portion', 'size']"
Yoplait OSY,All Questions,"It tasted really good.  Not too heavy of a strawberry taste, just enough",49.27,8,"['taste', 'really', 'good', 'heavy', 'strawberry', 'taste', 'enough']"
Chobani Smooth,All Questions,"It's smooth, creamy and easily blend able (mixing in the fruit with yogurt part).",34,8,"['smooth', 'creamy', 'easily', 'blend', 'able', 'mixing', 'fruit', 'yogurt', 'part']"
Yoplait OSY,All Questions,I enjoy the fruit at the bottom and overall the taste creamy and smooth.,49.39,8,"['enjoy', 'fruit', 'bottom', 'overall', 'taste', 'creamy', 'smooth']"
Chobani Smooth,All Questions,"the strawberry flavor was deep , II also texture - thick but not too thick",0,8,"['strawberry', 'flavor', 'deep', 'ii', 'also', 'texture', 'thick', 'thick']"
Yoplait OSY,All Questions,It has good flavor and good texture with the yogurt.,70.03,6,"['good', 'flavor', 'good', 'texture', 'yogurt']"
Chobani Smooth,All Questions,I like that it tastes smooth and creamy. The taste is really nice and I also like the thickness/density.,79.6,9,"['like', 'taste', 'smooth', 'creamy', 'taste', 'really', 'nice', 'also', 'like', 'thicknessdensity']"
Yoplait OSY,All Questions,I like the strawberry flavor and it is the right amount of sweet flavor. Creamy too.,67.05,7,"['like', 'strawberry', 'flavor', 'right', 'amount', 'sweet', 'flavor', 'creamy']"
Chobani Smooth,All Questions,"all natural, good flavor, smooth and creamy",65.97,7,"['natural', 'good', 'flavor', 'smooth', 'creamy']"
Yoplait OSY,All Questions,The taste,0,7,['taste']
Chobani Smooth,All Questions,The flavor is pretty good. I like that it's high in protein and lower in fat and sugar than regular greek yogurt.,75.06,6,"['flavor', 'pretty', 'good', 'like', 'high', 'protein', 'lower', 'fat', 'sugar', 'regular', 'greek', 'yogurt']"
Yoplait OSY,All Questions,The yogurt is thick. The fruit flavor is good.,44.04,7,"['yogurt', 'thick', 'fruit', 'flavor', 'good']"
Chobani Smooth,All Questions,I liked how creamy it was and how the taste was consistent throughout the product. Like there wasn't any spots where it tasted like bland yogurt.,77.83,7,"['like', 'creamy', 'taste', 'consistent', 'throughout', 'product', 'like', 'wasnt', 'spot', 'taste', 'like', 'bland', 'yogurt']"
Yoplait OSY,All Questions,"I liked the strawberry flavor, it's very sweet, not tart,creamy.",72.64,8,"['like', 'strawberry', 'flavor', 'sweet', 'tartcreamy']"
Chobani Smooth,All Questions,"thickness of the yogurt, and the taste",0,8,"['thickness', 'yogurt', 'taste']"
Yoplait OSY,All Questions,"It had good flavor, creamy, no aftertaste that was bad",-42.15,8,"['good', 'flavor', 'creamy', 'aftertaste', 'bad']"
Chobani Smooth,All Questions,"creamy and the texture, good tast",44.04,8,"['creamy', 'texture', 'good', 'tast']"
Yoplait OSY,All Questions,"It's smooth and taste's like the natural strawberry flavor. Also, it had a good aftertaste.",78.45,8,"['smooth', 'taste', 'like', 'natural', 'strawberry', 'flavor', 'also', 'good', 'aftertaste']"
Chobani Smooth,All Questions,I liked the thickness and flavor of it.,42.15,7,"['liked', 'thickness', 'flavor']"
Yoplait OSY,All Questions,DIDN'T LEAVE A WEIRD AFTER TASTE IN MY MOUTH & IT WASN'T TOO TART,16.95,7,"['didnt', 'leave', 'weird', 'taste', 'mouth', 'wasnt', 'tart']"
Chobani Smooth,All Questions,"It has a very smooth texture, not powdery or clumpy.  I like that it only has natural coloringing.  I like that there isn't fruit on the bottom or fruit pieces in it, so I don't have to mix it before I eat it...I can just eat it!  It's not too sweet and it has the ideal strawberry flavor to it.  It's thick, so it feels like I'm eating greek yogurt.  The price is a good deal.",92.03,9,"['smooth', 'texture', 'powdery', 'clumpy', 'like', 'natural', 'color', 'like', 'isnt', 'fruit', 'bottom', 'fruit', 'piece', 'dont', 'mix', 'eat', 'iti', 'eat', 'sweet', 'ideal', 'strawberry', 'flavor', 'thick', 'feel', 'like', 'im', 'eat', 'greek', 'yogurt', 'price', 'good', 'deal']"
Chobani Smooth,All Questions,Creamy,0,3,['creamy']
Chobani Smooth,All Questions,I like the flavor and the smoothness,36.12,9,"['like', 'flavor', 'smoothness']"
Chobani Smooth,All Questions,"packaging is very appealing, tasted pretty good for low fat",64.44,7,"['package', 'appeal', 'taste', 'pretty', 'good', 'low', 'fat']"
Chobani Smooth,All Questions,"Wide container cup design, real fruit pieces, texture, 25% less sugar 2x more protein advertised on product, Chobani smooth low-fat classic yogurt description",0,6,"['wide', 'container', 'cup', 'design', 'real', 'fruit', 'piece', 'texture', '25', 'less', 'sugar', '2x', 'protein', 'advertise', 'product', 'chobani', 'smooth', 'lowfat', 'classic', 'yogurt', 'description']"
Chobani Smooth,All Questions,Creamy texture.  Strawberry flavor.,0,5,"['creamy', 'texture', 'strawberry', 'flavor']"
Chobani Smooth,All Questions,"Flavor, consistancy",0,7,"['flavor', 'consistancy']"
Chobani Smooth,All Questions,"creamy, smooth",0,8,"['creamy', 'smooth']"
Chobani Smooth,All Questions,the creaminess of the yogurt.,0,8,"['creaminess', 'yogurt']"
Chobani Smooth,All Questions,"It is nice, smooth and thick texture.",42.15,8,"['nice', 'smooth', 'thick', 'texture']"
Chobani Smooth,All Questions,It is very smooth and creamy.,0,7,"['smooth', 'creamy']"
Chobani Smooth,All Questions,"great flavor, smooth and easy to eat",79.06,8,"['great', 'flavor', 'smooth', 'easy', 'eat']"
Chobani Smooth,All Questions,I liked the shape of the bowl/container.  It was easier to eat out of and I felt like I had more yogurt than the Yoplait I usually have.,79.64,3,"['liked', 'shape', 'bowlcontainer', 'easy', 'eat', 'felt', 'like', 'yogurt', 'yoplait', 'usually']"
Chobani Smooth,All Questions,Right amount of strawberry flavor.,0,8,"['right', 'amount', 'strawberry', 'flavor']"
Chobani Smooth,All Questions,"Perfect size for a snack, also easy to use container for children. I refilled it for my little one and there was no spills.",65.97,8,"['perfect', 'size', 'snack', 'also', 'easy', 'use', 'container', 'child', 'refill', 'little', 'one', 'spill']"
Chobani Smooth,All Questions,"It wasn't overly sweet, had a light texture to it.",-35.7,7,"['wasnt', 'overly', 'sweet', 'light', 'texture']"
Chobani Smooth,All Questions,"very smooth, great taste.  Love the tartness, it's a little subtle but definitely there",81.48,9,"['smooth', 'great', 'taste', 'love', 'tartness', 'little', 'subtle', 'definitely']"
Chobani Smooth,All Questions,Flavor,0,7,['flavor']
Chobani Smooth,All Questions,texture and taste,0,8,"['texture', 'taste']"
Chobani Smooth,All Questions,the creamy texture,0,4,"['creamy', 'texture']"
Chobani Smooth,All Questions,it is smooth and texture is good,44.04,7,"['smooth', 'texture', 'good']"
Chobani Smooth,All Questions,taste and smoothness,0,9,"['taste', 'smoothness']"
Chobani Smooth,All Questions,The texture is smooth and it was very flavorful. The strawberries were good too,44.04,8,"['texture', 'smooth', 'flavorful', 'strawberry', 'good']"
Chobani Smooth,All Questions,"good taste, smooth consistency. not too tart",44.04,8,"['good', 'taste', 'smooth', 'consistency', 'tart']"
Chobani Smooth,All Questions,Tastes pretty good. I like strawberry.,82.25,7,"['taste', 'pretty', 'good', 'like', 'strawberry']"
Chobani Smooth,All Questions,Smooth texture and good strawberry taste.,44.04,8,"['smooth', 'texture', 'good', 'strawberry', 'taste']"
Chobani Smooth,All Questions,It is smooth and creamy. It has a good strawberry flavor.,44.04,8,"['smooth', 'creamy', 'good', 'strawberry', 'flavor']"
Chobani Smooth,All Questions,It tasted like greek yogurt but it wasn't. It wasn't quite as thick as a greek yogurt.,19.01,7,"['taste', 'like', 'greek', 'yogurt', 'wasnt', 'wasnt', 'quite', 'thick', 'greek', 'yogurt']"
Chobani Smooth,All Questions,Lot's of strawberry flavor and was not tart at all.,0,7,"['lot', 'strawberry', 'flavor', 'tart']"
Chobani Smooth,All Questions,"Good taste, not bland.",44.04,7,"['good', 'taste', 'bland']"
Chobani Smooth,All Questions,The creaminess,0,3,['creaminess']
Chobani Smooth,All Questions,,0,7,
Chobani Smooth,All Questions,creamy texture,0,7,"['creamy', 'texture']"
Chobani Smooth,All Questions,It's texture and taste,0,8,"['texture', 'taste']"
Chobani Smooth,All Questions,"Creamy,lots of fruit",0,8,"['creamylots', 'fruit']"
