product_code,liking_free_text_no_punc_tokenized_no_stop_lemm,1,2,3,like_compound,question
802,love bbq flavor something would eat super early morning way work bbq flavor crave breakfast,,0.8381,,0.8381,Meets Expectation
581,bbq taste good everything,,0.2382,,0.2382,Meets Expectation
623,make taste bud tingle,,0,,0,Meets Expectation
802,smokey bbq speaks,,0,,0,Meets Expectation
581,bbq flavor product find consistency bbq throughout perfect,,0.5719,,0.5719,Meets Expectation
623,flavor consistent like consistency v top flavor,,0.5106,,0.5106,Meets Expectation
802,want bbq flavor nature valley bar product confirms,,-0.0572,,-0.0572,Meets Expectation
581,top 2 choice retry flavor terrible hold high expectation due texture appearance,,0.4651,,0.4651,Meets Expectation
623,appearance well crunch nice seem maybe compact close perfect minus additional flavor,,0.8555,,0.8555,Meets Expectation
802,state earlier would expect taste like bbq flavor crunch nuts sweetness salt combination,,0.5267,,0.5267,Meets Expectation
581,taste,,0,,0,Meets Expectation
623,product something would purchase dry chalky,,0,,0,Meets Expectation
802,taste product savory taste inn would buy type product,,-0.296,,-0.296,Meets Expectation
581,tasty crunchy like typical nature valley bar flavor good nice texture,,0.802,,0.802,Meets Expectation
623,flavor wasnt well developed didnt overwhelm seem like flavor fade quickly,,0.2969,,0.2969,Meets Expectation
802,taste pretty good flavor well develop typically enjoy nature valley expect enjoy,,0.9274,,0.9274,Meets Expectation
581,didn\x92t sound good didn\x92t taste good,,0.7003,,0.7003,Meets Expectation
623,didn\x92t think go taste good didn\x92t,,0.4927,,0.4927,Meets Expectation
802,guess like bbq might bad don\x92t like taste expect something taste different sure,,0.5396,,0.5396,Meets Expectation
581,thought would taste like bar flavor,,0.1901,,0.1901,Meets Expectation
623,expect crunchy savory,,0,,0,Meets Expectation
802,title explain bar really well savory crunchy,,0.3384,,0.3384,Meets Expectation
581,flavor would expect bbq flavored bar,,0,,0,Meets Expectation
623,bbq flavor it\x92s overbear still feel like healthy snack chip,,0.7783,,0.7783,Meets Expectation
802,didn\x92t expect product good surprisingly tasty,,0.5789,,0.5789,Meets Expectation
581,think would hard plain slight bbq flavor wrong,,-0.5423,,-0.5423,Meets Expectation
623,good size color reason good flavor,,0.7003,,0.7003,Meets Expectation
802,thought would plain turned amazing,,0.7351,,0.7351,Meets Expectation
581,bar taste good,,0.4404,,0.4404,Meets Expectation
623,bar crunchy,,0,,0,Meets Expectation
802,bar tasty crunchy,,0,,0,Meets Expectation
581,right amount bbq spice expect,,0,,0,Meets Expectation
623,amount spice bbq expect,,0,,0,Meets Expectation
802,thought would mild far spice bbq go,,0,,0,Meets Expectation
581,expect bar taste like,,0.3612,,0.3612,Meets Expectation
623,think would mix flavor pretty much bbq flavor,,0.4939,,0.4939,Meets Expectation
802,flavor peanut mix granola expect also know bbq flavor expect taste,,0,,0,Meets Expectation
581,like,,0.3612,,0.3612,Meets Expectation
623,fan taste taste,,-0.2411,,-0.2411,Meets Expectation
802,fan smoky bbq flavor,,0.3182,,0.3182,Meets Expectation
581,nature valley product seem keep get good ever balance perfect,,0.765,,0.765,Meets Expectation
623,ive try others flavor profile unique,,0,,0,Meets Expectation
802,like nature valley product one different product like,,0.6124,,0.6124,Meets Expectation
581,third sample flavor know expect,,0,,0,Meets Expectation
623,second sample well idea would taste,,0.4902,,0.4902,Meets Expectation
802,wasnt sure bbq bar would taste normally associate type product breakfast,,-0.2411,,-0.2411,Meets Expectation
581,taste well look,,0.4404,,0.4404,Meets Expectation
623,dont normally like bbq good,,0.5098,,0.5098,Meets Expectation
802,flavor expect,,0,,0,Meets Expectation
581,thought would weird bbq flavor,,-0.09,,-0.09,Meets Expectation
623,expect overbear bbq flavor one subtle,,0,,0,Meets Expectation
802,imagined bar name would taste,,0,,0,Meets Expectation
581,expect something much flavorful bland snack bar typically border almost strong one flavor definitely need boost bit,,0.8321,,0.8321,Meets Expectation
623,expect bar really accentuate barbeque smoky flavor bar,,0,,0,Meets Expectation
802,moment take bite able immediately notice barbeque flavor smoky flavor bar taste bland strange way,,-0.2023,,-0.2023,Meets Expectation
581,savory nut bar new concept preconceive notion bbqflavored nut bar wouldnt tasty pleasant surprise,,0.6597,,0.6597,Meets Expectation
623,line bar didnt expect savory taste go well nut bar,,0.2193,,0.2193,Meets Expectation
802,didnt expect taste compliment composition texture nut bar well,,0.7042,,0.7042,Meets Expectation
581,didnt think could make bar savory make want keep eating,,0.0772,,0.0772,Meets Expectation
623,taste think would great bad,,0.3875,,0.3875,Meets Expectation
802,like flavor snap crispy yet crunchy,,0.3612,,0.3612,Meets Expectation
581,like bbq chip think id like however dont flavor strong doesnt fit combination nut,,0.598,,0.598,Meets Expectation
623,sample taste similar expect bar taste way,,0,,0,Meets Expectation
802,previous sample nearly identical taste expect bar,,0,,0,Meets Expectation
581,underestimated much bbq would throw balance partake nature valley bar expect receive taste like barbecue chip,,0.1531,,0.1531,Meets Expectation
623,meet expectation exactly,,0,,0,Meets Expectation
802,taste closer expect think bbq crunch bar,,0,,0,Meets Expectation
581,taste bbq nut seed,,-0.3182,,-0.3182,Meets Expectation
623,satisfy nice texture salty taste,,0.7003,,0.7003,Meets Expectation
802,expect nut bbq flavor,,-0.3182,,-0.3182,Meets Expectation
581,wasn\x92t expect taste good odd combination,,0.1531,,0.1531,Meets Expectation
623,it\x92s odd unique flavor wasn\x92t expect delicious,,0.34,,0.34,Meets Expectation
802,didn\x92t high expectation smoky barbecue flavor nature valley quality,,0,,0,Meets Expectation
581,like bbq chip flavor didnt seem go well mouth feel,,-0.0026,,-0.0026,Meets Expectation
623,ok decent bbq flavor wasnt overpower,,0.296,,0.296,Meets Expectation
802,wasnt good flavor taste conflict taste mixture texture,,-0.6256,,-0.6256,Meets Expectation
581,taste bbq flavor think savoriness need ramp touch salt almost sweet savory,,0.5548,,0.5548,Meets Expectation
623,taste like bbq lean towards savory think bbq flavor could obvious savory,,0.1901,,0.1901,Meets Expectation
802,actually fell expectation every slightly close enough acceptable bbq flavor clear clearly savory snack crunch firm delicious,,0.9428,,0.9428,Meets Expectation
581,idea bbq flavor nature valley bar would taste like normally buy basic flavor wasnt sure would work really,,-0.1588,,-0.1588,Meets Expectation
623,didnt expect bbq flavored nature valley bar work well one expect overdone flavor department isnt ingredient perfectly balance,,0.81,,0.81,Meets Expectation
802,wasnt sure nature valley would create bar sort spice work well much one,,0.3045,,0.3045,Meets Expectation
581,bar expectation bbq flavor overpower like bbq flavor strong,,0.7351,,0.7351,Meets Expectation
623,wasnt sure expect go try overall 2 like include one exceed expectation 1 taste great nice crunch fill,,0.8145,,0.8145,Meets Expectation
802,wasnt sure expect especially taste 1st bar exceed expectation would great snack go probably would eat breakfast time bbq flavor would great lunch snack go,,0.828,,0.828,Meets Expectation
581,good taste crunch,,0.4404,,0.4404,Meets Expectation
623,seem like smoky bbq bar,,0.3612,,0.3612,Meets Expectation
802,much bbq bar would expect feel,,0,,0,Meets Expectation
581,thought would taste good,,0.4404,,0.4404,Meets Expectation
623,okay well rest,,0.5859,,0.5859,Meets Expectation
802,taste whack,,0,,0,Meets Expectation
581,think optimistic taste actually taste compare bar unique,,0.1655,,0.1655,Meets Expectation
623,taste test product taste best expect like,,0.4749,,0.4749,Meets Expectation
802,doesnt savory taste,,0,,0,Meets Expectation
581,embodies everything thats use describe nutty savory bbq flavor highly discernible,,0,,0,Meets Expectation
623,didnt know expect something id definitely like im fan would seek,,0.8792,,0.8792,Meets Expectation
802,expect sweeter like granola bar pleasantly surprise good salty snack option turn,,0.9022,,0.9022,Meets Expectation
581,think taste good base expectation,,0.4404,,0.4404,Meets Expectation
623,great taste bar,,0.6249,,0.6249,Meets Expectation
802,first impression take first bite really make think bad,,-0.4939,,-0.4939,Meets Expectation
581,taste like bbq sauce thats expect,,0.3612,,0.3612,Meets Expectation
623,almost flavor imo much smoke flavor enough bbq sauce flavor,,-0.2315,,-0.2315,Meets Expectation
802,whole grain crunchy like nv bar try,,0.3612,,0.3612,Meets Expectation
581,didnt expect savory flavor work snack bar yet surprisingly,,0.296,,0.296,Meets Expectation
623,barely taste bbq flavor seem like like peanut taste,,0.6124,,0.6124,Meets Expectation
802,sample right combination nut savory flavor saltiness,,-0.3182,,-0.3182,Meets Expectation
581,honestly wasnt sure expect flavor something new different expect,,0.2589,,0.2589,Meets Expectation
623,savory bar since havent ever something like wasnt quite sure expect,,0.0826,,0.0826,Meets Expectation
802,since unique bar wasnt quite sure expect,,-0.2912,,-0.2912,Meets Expectation
581,bbq flavor good overpowering texture similar nature valler bar,,0.4404,,0.4404,Meets Expectation
623,bbq flavor work well peanut,,0.2732,,0.2732,Meets Expectation
802,taste lile bbq nut nothing spectacular,,0,,0,Meets Expectation
581,thought would enjoy flavor,,0.4939,,0.4939,Meets Expectation
623,season,,0,,0,Meets Expectation
802,thought product would taste good,,0.4404,,0.4404,Meets Expectation
581,figure would smokey bit much really messy type bar could good go messy good,,0.0826,,0.0826,Meets Expectation
623,flavor good much roast stay together bite smokey bbq much anything,,0.3336,,0.3336,Meets Expectation
802,really flavorful fun different id def snack eat lunch id take go,,0.552,,0.552,Meets Expectation
581,state pretty good balance bbq nuttiness bar,,0.7269,,0.7269,Meets Expectation
623,two much one much,,0,,0,Meets Expectation
802,good balance like taste,,0.6901,,0.6901,Meets Expectation
581,imagine smoky bbq savory sweet etc bar exceed expectation strongest positive great balance savory sweet smoky bbq bring everything together ate bar,,0.9508,,0.9508,Meets Expectation
623,would expect taste food bbqflavored memorable forgettable definitely recognizable taste,,-0.3089,,-0.3089,Meets Expectation
802,taste like separate ingredient place one bar mixture ingredient dont quite gel there harmony flavor,,0.2742,,0.2742,Meets Expectation
581,didn\x92t like overwhelm taste,,0.3612,,0.3612,Meets Expectation
623,like expect slight sweetness saltiness,,0.7178,,0.7178,Meets Expectation
802,didn\x92t like taste,,0.3612,,0.3612,Meets Expectation
581,felt would like base bbq wrong,,-0.6913,,-0.6913,Meets Expectation
623,felt like go good due name well,,0.6994,,0.6994,Meets Expectation
802,reason rating really think would taste good wrong,,-0.5632,,-0.5632,Meets Expectation
581,like bbq flavor love crunch hop bar,,0.8689,,0.8689,Meets Expectation
623,dont always love bbq flavor thing sometimes tangy great smoky flavor definitely well thought go,,0.7455,,0.7455,Meets Expectation
802,great bar generally bar sweet savory nice option savory snack bar isnt meat stick,,0.7845,,0.7845,Meets Expectation
581,nice crunch,,0.4215,,0.4215,Meets Expectation
623,nothing savory spice,,0,,0,Meets Expectation
802,wholesome,,0,,0,Meets Expectation
581,prior taste 3 sample reservation upon taste product seem like product id love consume regular,,0.8765,,0.8765,Meets Expectation
623,new flavor reserve may taste like upon first bite elate,,0.8201,,0.8201,Meets Expectation
802,skeptical quickly sate upon taste product blend well together leave want eat entire sample,,0.25,,0.25,Meets Expectation
581,meet expectation flavor crunch bar please bold flavor,,0.6588,,0.6588,Meets Expectation
623,pleased product actually taste well expect mixture eat sweet granola product bbq chip combination new,,0.8316,,0.8316,Meets Expectation
802,didnt expect bold taste salt expect bbq flavor come maybe even bold bbq taste rather salt taste,,-0.5216,,-0.5216,Meets Expectation
581,heard idea initially excite try intrigue see would put together exceeded expectation far delicious attractive,,0.874,,0.874,Meets Expectation
623,unsure make granola bar savory do amazing job balance wholesome goodness cone love nature valley product fresh new savory twist,,0.9625,,0.9625,Meets Expectation
802,know expect knock park unique delicious savory salty sell,,0.7673,,0.7673,Meets Expectation
581,match description fit well nature valley,,0.2732,,0.2732,Meets Expectation
623,flavor strong,,0.5106,,0.5106,Meets Expectation
802,match well previous product description,,0.2732,,0.2732,Meets Expectation
581,expectation since unique idea,,-0.296,,-0.296,Meets Expectation
623,didnt know expect since new didnt really expectation,,0,,0,Meets Expectation
802,didnt expectation,,0,,0,Meets Expectation
581,thought would taste odd,,-0.3182,,-0.3182,Meets Expectation
623,thought would taste weird right,,-0.1779,,-0.1779,Meets Expectation
802,taste bad others,,-0.4767,,-0.4767,Meets Expectation
581,enough flavoring,,0,,0,Meets Expectation
623,taste like could use slightly bbq flavor,,0.3612,,0.3612,Meets Expectation
802,expect bbq taste,,0,,0,Meets Expectation
581,good taste lingers dryness,,0.1779,,0.1779,Meets Expectation
623,it\x92s wholesome nutty didn\x92t expect quality ingredient,,0,,0,Meets Expectation
802,good flavor bar hard,,0.3612,,0.3612,Meets Expectation
581,like say taste like dog food also thick taste nut amount good bbq flavor bit lack also one,,0.7845,,0.7845,Meets Expectation
623,saw bbq expect lot bbq flavor bar didnt think good thing right amount salty bar,,-0.3412,,-0.3412,Meets Expectation
802,figure bbq would overpower salty nice nut flavor,,0.5719,,0.5719,Meets Expectation
581,product quite good 623 802 still like lot would say met expectation,,0.4393,,0.4393,Meets Expectation
623,liked product thought would think nature valley really nailed smoky flavor,,0.4215,,0.4215,Meets Expectation
802,quite liked product think best texture three taste par two well tasty well though product like would,,0.9332,,0.9332,Meets Expectation
581,wasnt overbear smokey,,0,,0,Meets Expectation
623,dont think smokey nature valley bar totally capture taste,,0,,0,Meets Expectation
802,consider first two bar think one would overly sweet smokey,,0.2023,,0.2023,Meets Expectation
581,expect similar previous one time mild isnt bad thing doesnt make want previous,,0.5334,,0.5334,Meets Expectation
623,think notion savory bbq bar sound really home flavor style feel nature valley know product,,0,,0,Meets Expectation
802,second one rather middle didnt anticipate leap ahead flavor pop much immediately linger long second bar try,,0,,0,Meets Expectation
581,think would like bar im huge fan bbq flavor food actual bbq general even bad imagine though nutty flavor texture,,-0.7983,,-0.7983,Meets Expectation
623,typically huge fan bbq flavor thing actual bbq disappointed surprise flavor pretty bad,,-0.6808,,-0.6808,Meets Expectation
802,prepared dislike bar base bbq flavor alone think would like bar im huge fan bbq flavor food actual bbq even worse imagined though extreme nut flavor bar,,-0.87,,-0.87,Meets Expectation
581,freak loooovvveee cant wait buy,,-0.5684,,-0.5684,Meets Expectation
623,honestly didnt think would enjoy form snack yummy,,0.699,,0.699,Meets Expectation
802,flavor didnt meet bar,,0,,0,Meets Expectation
581,wasnt sure savory bbq bar would taste like however pretty good,,0.7864,,0.7864,Meets Expectation
623,wasnt sure well would like savory bar hit flavor profile hop would,,0.5043,,0.5043,Meets Expectation
802,wasn\x92t sure well barbecue would fit savory sweet mix think great met exceed expectation,,0.891,,0.891,Meets Expectation
581,lack bbq flavor nutty flavor,,0,,0,Meets Expectation
623,fit description nothing fantastic terrible good bar,,0.3674,,0.3674,Meets Expectation
802,hint bbq would add flavor,,0,,0,Meets Expectation
581,expect good product make want eat somehow doesnt blend well together cant see eat,,0.3369,,0.3369,Meets Expectation
623,expect sweet honey bbq flavor kind taste didnt taste anything sweet good,,0.836,,0.836,Meets Expectation
802,taste doesnt go well together,,-0.2057,,-0.2057,Meets Expectation
581,picture look less bbq flavor like last sample,,0.3041,,0.3041,Meets Expectation
623,wasnt sure bbq nature valley would taste pictured something gross honest,,-0.193,,-0.193,Meets Expectation
802,love flavor subtle still leave nice bbq taste surprise want bold flavor,,0.9011,,0.9011,Meets Expectation
581,kind expect sweet side since bar sweet,,0.4588,,0.4588,Meets Expectation
623,smoky apt definitely get smokey bbq flavor wasnt sure would go oats quite good,,0.6867,,0.6867,Meets Expectation
802,always think something go sweet preference surprisingly super sweet enjoy,,0.8102,,0.8102,Meets Expectation
581,always look something new try,,0,,0,Meets Expectation
581,always look something new try,,0,,0,Meets Expectation
623,always look something new try,,0,,0,Meets Expectation
623,always look something new try,,0,,0,Meets Expectation
802,already start love product,,0.6369,,0.6369,Meets Expectation
581,wasnt sure expect smoky bbq flavor nail taste delicious perfect amount crunch,,0.8914,,0.8914,Meets Expectation
623,ive get sweet tooth wasnt sure savory bar would taste love surprisingly craveable make want keep eating,,0.8902,,0.8902,Meets Expectation
802,great crunch flavor pretty good,,0.8807,,0.8807,Meets Expectation
581,expect peanut crunch savory bbq flavor,,0,,0,Meets Expectation
623,sometimes mass produce marketed product expectation bite blah bar harkens mix get office loose item dispenser flavor profile really good texture taste really didnt expect bar taste good pleasantly surprise,,0.8728,,0.8728,Meets Expectation
802,always sure expect bar one nuts seed like wholesome profile flavor well expect,,0.2819,,0.2819,Meets Expectation
581,hard dry much flavor,,-0.1027,,-0.1027,Meets Expectation
623,didnt meet expectation taste smoky flavor bbq flavor plus hard,,-0.1027,,-0.1027,Meets Expectation
802,didnt like anything,,-0.2755,,-0.2755,Meets Expectation
581,feel would perfect bbq snack bar bbq flavor right isnt full blend nicely nuts seed without drown taste,,0.6486,,0.6486,Meets Expectation
623,full flavor definitely enjoyable whereas expect bit light side granola crunch give nature valley,,0.4215,,0.4215,Meets Expectation
802,wasnt good bbq flavor light couldnt really make taste anything else felt fake artificial,,-0.6711,,-0.6711,Meets Expectation
581,bbq flavor weird overall taste isnt good,,-0.5143,,-0.5143,Meets Expectation
623,honestly didnt know think kind take open arm didnt many preexist expectation come,,0.4588,,0.4588,Meets Expectation
802,barely taste like bbq somehow sweet savory great way flavor little gross,,-0.7608,,-0.7608,Meets Expectation
581,taste like thought would description,,0.3612,,0.3612,Meets Expectation
623,expect taste,,0,,0,Meets Expectation
802,taste like thought would,,0.3612,,0.3612,Meets Expectation
581,expect crunchy bar sweet savory bbq flavor,,0.25,,0.25,Meets Expectation
623,expect sweet salty bbq flavor taste bitter salty,,-0.4019,,-0.4019,Meets Expectation
802,want sweeter crunchy,,0,,0,Meets Expectation
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
623,nothing hope plan change white packaging,,,-0.4782,-0.4782,Product Improvement
802,there enough make size big,,,0,0,Product Improvement
581,match stereotypical joke nature valley sense bar messy find piece shirt table floor take bite im typically messy eater color make question hold bar together like little flavor wonder could offer bold spicy pack regular pack,,,0.3182,0.3182,Product Improvement
623,extremely crumbly messy would like see fall apart easily take bite,,,0.4315,0.4315,Product Improvement
802,messy think little less hard crunchy would help get everywhere,,,0.0516,0.0516,Product Improvement
581,slightly sweeter,,,0,0,Product Improvement
581,slightly sweeter,,,0,0,Product Improvement
623,slightly sweeter,,,0,0,Product Improvement
623,slightly sweeter,,,0,0,Product Improvement
802,invalid,,,0,0,Product Improvement
581,want little immediate upfront bbq flavor preference would lean toward sweet spectrum maybe bit honey flavor like bar best since flavor noticeable tend like sweeter bbq flavor hot like honey bbq chip spicy bbq,,,0.9001,0.9001,Product Improvement
623,bbq taste detectable aftertaste get sense salt like texture bbq flavor lose ingredient configuration bit later aftertaste kind strong make wish flavor upfront original bite,,,0.8523,0.8523,Product Improvement
802,little less crunchy like 510 little upfront flavor little sweet hot hot aftertaste tad high would like would love honey similar sweet flavor,,,0.9658,0.9658,Product Improvement
581,less salty much flavor roller coaster,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
802,smoky flavor still little strong there\x92s peanut butter flavor,,,0.4627,0.4627,Product Improvement
581,orange tint make look burnt break apart easily messy,,,-0.101,-0.101,Product Improvement
623,look color unnatural fall apart like soft chew,,,0.627,0.627,Product Improvement
802,appearance isnt appeal flavor doesnt linger,,,0,0,Product Improvement
581,little sweetness maybe appearance bit drab,,,0.4964,0.4964,Product Improvement
623,maybe different appearance,,,0,0,Product Improvement
802,small change appearance maybe,,,0,0,Product Improvement
581,would add flavor combination people like,,,0.4019,0.4019,Product Improvement
623,would change texture soft product,,,0,0,Product Improvement
802,would change product would crunchiness would make soft,,,0,0,Product Improvement
581,bit sweet,,,0.4588,0.4588,Product Improvement
623,dont think would change anything product,,,0,0,Product Improvement
802,maybe make bit savory,,,0,0,Product Improvement
581,bar appear coated something like normal nature valley granola bar,,,-0.2755,-0.2755,Product Improvement
623,appearance bar look coat something,,,0,0,Product Improvement
802,flavor smoky one creamy texture chew,,,0,0,Product Improvement
581,dont think anything need change product,,,0,0,Product Improvement
623,think might taste little good cheese flavor add,,,0.3832,0.3832,Product Improvement
802,think taste much bbq flavor would maybe add big nut like almond pecan,,,0.0516,0.0516,Product Improvement
581,would tone zingy flavor bit bit much first end think ok,,,0.4215,0.4215,Product Improvement
623,would make taste bbq flavor feel like bland,,,0.3612,0.3612,Product Improvement
802,dont know would improve upon product bar best bar,,,0.7964,0.7964,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
623,bar crumbly,,,0,0,Product Improvement
802,strong flavor bbq,,,0.3818,0.3818,Product Improvement
581,would make subdued bbq flavor,,,0,0,Product Improvement
623,little less bbq flavor nut flavor,,,0,0,Product Improvement
623,little less bbq flavor nut flavor,,,0,0,Product Improvement
802,little less bbq flavor nut flavor,,,0,0,Product Improvement
802,little less bbq flavor nut flavor,,,0,0,Product Improvement
581,well flavor,,,0.4404,0.4404,Product Improvement
581,well flavor,,,0.4404,0.4404,Product Improvement
581,well flavor,,,0.4404,0.4404,Product Improvement
623,taste little artificialplasticky,,,0,0,Product Improvement
802,taste little off\x97like chemicaly,,,0,0,Product Improvement
581,would make little bit big two bar per pack,,,0,0,Product Improvement
623,would make serve size big add another bar package make two bar pack,,,0,0,Product Improvement
802,would make bar little bit big offer two bar pack,,,0,0,Product Improvement
581,little sweet little spicer flavor,,,0,0,Product Improvement
623,make little sweeter,,,0,0,Product Improvement
623,make little sweeter,,,0,0,Product Improvement
802,make sweeter,,,0,0,Product Improvement
802,make sweeter,,,0,0,Product Improvement
802,make sweeter,,,0,0,Product Improvement
581,would leave honestly,,,0.4215,0.4215,Product Improvement
623,add flavor,,,0,0,Product Improvement
802,flavor,,,0,0,Product Improvement
802,flavor,,,0,0,Product Improvement
802,flavor,,,0,0,Product Improvement
802,flavor,,,0,0,Product Improvement
802,flavor,,,0,0,Product Improvement
802,flavor,,,0,0,Product Improvement
581,overall taste barely barbeque flavor really taste like bunch seasoning doesnt match well blend,,,0.2416,0.2416,Product Improvement
623,taste season blend need big improvement,,,0.4588,0.4588,Product Improvement
802,add barbeque flavor less whatever season blend choose use kc masterpiece sweet baby ray flavor,,,0.8107,0.8107,Product Improvement
581,may head bbq flavor doesnt fit bar perhaps tone bbq make want another bite doubt would purchase feel like would still grab chip instead healthy alternative,,,0.4538,0.4538,Product Improvement
623,include bbq flavor,,,0,0,Product Improvement
802,less bbq flavor answer question say id expect taste like actually bite bad expect,,,-0.5267,-0.5267,Product Improvement
581,tiny increase sweetness litle less throat burn,,,0.6983,0.6983,Product Improvement
623,slight bit sweeter,,,0,0,Product Improvement
802,slightly less smoke slightly sweet,,,0.4615,0.4615,Product Improvement
581,could little flavor nut bar start crumble packing time open level crunch perfect hard would downfall,,,0.5652,0.5652,Product Improvement
623,nut,,,-0.4376,-0.4376,Product Improvement
802,believe good personally could use bbq flavor honestly think light flavor make want eat,,,0.6948,0.6948,Product Improvement
581,add touch sweetness make tad less crumbly,,,0.4939,0.4939,Product Improvement
623,cook little less time taste little burnt,,,0,0,Product Improvement
802,make tad less crunchy perhaps add tiny bit sweetness,,,0.4939,0.4939,Product Improvement
581,slightly flavor need added quiet hard,,,0.0762,0.0762,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
802,doesnt seem hard two,,,-0.1027,-0.1027,Product Improvement
581,little bitter much paprika chili powder dry finish,,,-0.3657,-0.3657,Product Improvement
623,bitter strong smell pungent flavor disgust,,,-0.4404,-0.4404,Product Improvement
802,maybe bit cheesy flavor like cheddar,,,0.3612,0.3612,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
623,different color,,,0,0,Product Improvement
802,crunch,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
