product_code,liking,liking_free_text,meets_expectation,meets_expectation_free_text,product_improvement_free_text
802,7,"The bbq flavor is very clear and obvious. I wish there was a tad bit more salt but the bbq flavor is very obvious, which I love. Less sweetness, which helps this bar taste more savory",3,"It actually fell below my expectations every so slightly, but it's close enough to being acceptable. The bbq flavor is clear, it's clearly a savory snack, and the crunch is firm and delicious.","It just needs a tiny bit more salt. A little tartness would brighten up the flavor, too."
581,9,"I've never had a BBQ style nature valley bar. It's completely unique compared to other products of this type. I'm surprised how well it worked. The prominent ingredients I sense are the roasted peanuts, the sunflower seeds, and almonds, and I love those. The BBQ flavor and aftertaste I wonderful and really set it apart.",5,"I had no idea what I BBQ flavor Nature valley bar would taste like, because I normally buy their basic flavors. I wasn't sure if it would work, but it really does!",Nothing really. I already want to buy a box.
623,9,"It's a very BBQ tasting Nature Valley bar. I never expected the combination of roasted peanuts, almonds, sunflower seeds, topped off with BBQ flavoring to work so well in bar form. It tastes really good, which is the deal maker.",5,"I didn't expect a BBQ flavored Nature Valley Bar to work as well as this one does. I expected it to be overdone in the flavor department, but it isn't All the ingredients are perfectly balanced.",I wouldn't change anything.
802,8,"The newness it offers in comparison to the rest of the market. I didn't think BBQ flavored Nature Valley Bars would work, but they totally do. It tastes great, the sunflower seeds and roasted peanuts are prominent, and all ingredients compliment each other.",5,I wasn't sure how Nature valley would create a bar with any sort of spice work well as much as this one did.,Nothing. It works fine as is.
581,3,I like the crunch of the bar. That's about it.,2,This bar was below my expectations because the BBQ flavor was too overpowering. I like BBQ but the flavor on this was too strong for me.,The BBQ taste is way too strong for me. It reminds me too much of Lay's BBQ chips and the taste is overpowering. This one doesn't give off a healthy vibe to me because of the overpowering BBQ flavor.
623,8,The flavor of the BBQ is perfect on this. Not too strong or too weak. The crunch is perfect as well.,4,"I wasn't sure what to expect going into trying these. Overall the 2 I like including this one exceeded my expectations. This 1 tasted great, had a nice crunch to it and was filling.",Make the bar a little larger. Other than that I wouldn't change anything except maybe load it with some more protein to make it more enticing to gym goers.
802,8,I like the crunchiness and the the taste of the BBQ. It's not as overpowering as the previous one. It has a nice smokiness to it as well.,4,I wasn't sure what to expect especially after tasting the 1st bar. This was exceeded my expectations and would be great as a snack on the go. I probably would not eat it at breakfast time because of the BBQ flavor but it would be great at lunch or as a snack on the go.,Make the bar a little larger. Other than that I wouldn't change anything except maybe load it with some more protein to make it more enticing to gym goers.
581,6,"It is an interesting flavor that I was not expecting.  Once I got over my initial shock, I can see where I would crave the savory, saltiness of it.",4,Good taste and crunch.,Maybe a little thicker?  Make the color more appealing
623,6,Good crunch and flavor,3,Seems like a smoky bbq bar should be,Tastes a little too smoky - almost burnt
802,6,"BBQ taste, crunch",3,Very much what a bbq bar would be expected to feel,Nothing
581,4,its healthy,2,because i thought it would taste better,i would make it taste better
623,5,its also healthy as well,2,it was okay and better than the rest,make it have sweeter taste
802,4,its healthy as well,2,because it tastes whack,i would make it tastier
581,4,"I like bars, so that is what i like about it, its genre",2,"I think I was just optimistic about the taste, but the actually taste compared to any bar that I have had is too unique",Not so spicy
623,6,I like the taste slightly,4,"Tasting the other test products, this taste the best, and I expected not to like it",It taste like it's supposed to
802,3,I don't really like it,2,It doesn't have a savory taste,Make it sweeter
581,8,"It's tasty- it has a slight nutty sweetness along side the salty savoriness of the rest of the bar, and a slight spicy kick to it.",5,"It embodies everything that's used to describe it. It's nutty and savory, and the BBQ flavor is highly discernible.","I personally would up the spiciness just a tad, but I understand that may not appeal to the majority of consumers."
623,8,"It's very satisfying when you want a crunchy, salty snack with a little spice and wholesome peanut and seed ingredient.",5,I didn't know what to expect but this is something I'd definitely like to have more of so I'm now a fan who would seek it out.,"I prefer a smokier, spicier taste. Not too overwhelming, but a good BBQ flavor."
802,9,It's really savory and you can really taste the salty and sweet peanuts. I like the smoky BBQ flavor that overlays it as well.,5,"I expected it to be sweeter than it was, like most granola bars, but was pleasantly surprised at what a good salty snack option it turned out to be.","I would probably make it have an even stronger smoky barbecue flavor, just a bit more intense."
581,8,"has a nice crunch, is not too hard, tastes really good",4,I think it tasted good based on my expectations,ground the nuts and such in a little more so they are not so big.
623,9,"I think this is the best bar out of the three. Between looks, taste and crunch its perfect.",5,Its a great tasting bar.,Nothing
802,2,Its way too hard to bite,2,My first impression of taking the first bite really made me think of the worst,make ti softer to bite
581,8,"The savory BBQ flavor, just enough salt and hit of spice.  This bar wasnt as crumbly as the other two.  I like that you can tell what grain is what (whole grains)",3,It tastes like BBQ sauce.  so that's what I expected,I would like for it to have a touch of sweetness and more spice
623,4,"Not as crumbly, you can see the whole grains, has a nice spice to it but would like more spice.",2,It almost has no flavor IMO.  Too much smoke flavor and not enough BBQ sauce flavor,"It has too much smoke flavor, not enough BBQ sauce flavor and not sweet at all"
802,7,"Not too much of a smoky flavor, you can see the whole grains, and it's not as crumbly as most Nature Valley bars",3,It has whole grains and is crunchy like the other NV bars I have tried,"It needs to be sweeter, I don't taste BBQ sauce as much, and it needs a little bit of spice"
581,8,This sample has a smoky BBQ taste with a hint of sweetness. It's also crunchy and the flavor stays in your mouth a bit after swallowing the product.,5,"I didn't expect a savory flavor to work for a snack bar. Yet, surprisingly, it did.",I'd make the BBQ smoky flavor a bit stronger.
623,2,"The only things I like about this product are the crunchiness, appearance, and the healthy ingredients.",1,I can barely taste the BBQ flavoring. It seems like it's more like a peanuts only taste.,The BBQ flavoring needs to be increased greatly. I can barely taste it in this sample. I can taste the peanuts almost exclusively.
802,7,This sample taste more savory than the first sample. I can taste more of the BBQ flavoring.,4,"This sample had the right combination of nuts, savory flavor, and saltiness,",I wouldn't change anything about this sample.
581,4,I like the textures and the amounts of nuts and seeds. I also think that it has a good amount of crunch.,3,"I honestly wasn't sure what to expect with this flavor. It's something new and different, so it was about what I expected.","I think it might be better if there was a bit more sweetness to it; maybe more like a honey-barbecue flavor. I like barbecue, but I don't love this flavor of barbecue."
623,6,I like the nuts and seeds in the product. I like the amount of crunch. I also like how this one has a bit more sweetness than the others.,3,"It's a savory bar, and since I haven't ever had something like this before, I wasn't quite sure what to expect.",I think I'd dial back the smoky flavor but still keep the barbecue flavor. I would also increase the nuts and seeds in the bar.
802,4,"I like the nuts and seeds, and I like the crunch. I like that it's an option for a savory bar because that's a unique product.",3,"Since this is a unique bar, I wasn't quite sure what to expect.","I think it might be better if there was a bit more sweetness to it; maybe more like a honey-barbecue flavor. I like barbecue, but I don't love this flavor of barbecue.I think this particular bar could use more nuts and seeds."
581,8,"I like the tangy BBQ flavor, great crunch, and satisfying savory nut flavor",4,"The BBQ flavor is good and not too overpowering, texture is similar to other nature valler bars",A little less crumbly and messy
623,8,"Great texture and crunch, nice BBQ flavor too tangy",4,The BBQ flavor works well with the peanuts,Maybe a larger size?
802,6,I like the savory flavor,3,"It tastes lile BBQ nut, nothing spectacular","It gets stuck in my teeth, more pronounced BBQ flavor preferred"
581,2,I do not like the flavor or this product.  It tastes artificial.,1,I thought I would enjoy the flavor more.,I think the seasoning blend needs to be tweaked to taste natural.
623,2,I did not like the taste at all.  Something is off.,2,The seasoning is off.,The flavor needs improvement
802,2,The product has a bitter taste.  I cant put my finger on it but it does not taste like bbq.,2,I thought the product would taste better.,The seasoning blend needs to be fixed.
581,4,"It crumbles each bite and falls apart. It's really smoky flavor, which comes off a little bitter.",2,"I figured it would be smokey, but it is a bit too much. And really messy, when this type of bar could be good on the go - but because messy not good for that.",Less crumbly and less smokey. Maybe a hint of sweetness to take smokey away.
623,8,"Perfectly crunchy, doesn't fall apart when you eat, flavor is delicious. Perfect size.",5,"The flavor is so good, not too much roasted. It stays together when you bite it. It's smokey BBQ but not too much of anything.","Nothing honestly, this one is my favorite."
802,8,"It tastes really good. It's clean, smokey but not too much. BBQ flavor is really good.",4,It's really flavorful and fun and different. I'd def snack on this or eat with a lunch. I'd take on on the go.,Not much I think it's really good.
581,8,"I like the upfront BBQ flavor, but also tasting the  rest of the components of snack as well.",3,"As stated before, it is a pretty good balance of the BBQ to the nuttiness of the bar itself","dial back the BBQ flavor just a bit, cause it sticks with you in your mouth for quite a while afterward"
623,7,"The BBQ isn't overpowering, but is a little weak at the same time",2,"The other two were much more there, this one not as much",Give it a little more BBQ punch
802,7,I like the fact that the BBQ flavor isn't as strong as 581 and that the peanut flavor comes out more,4,It has good balance with very like after taste.,"Make it bigger, flavor is spot on."
581,9,I love how the savory sweetness of the bar is immediately reinforced by the unique peanut flavor and then rounded out by the smoky BBQ flavor!  So delicious and I can't believe it's wholesome and healthy!,5,"When I was imagining smoky BBQ, savory and sweet, etc. this bar exceeded those expectations!  The strongest positive is the great balance of savory and sweet with the smoky BBQ bringing everything together as I ate the bar.","I would not change ANYTHING at all about this bar because all of the flavors, as well as the texture, are perfect!  It's crunchy but not to the extent where it is tough to eat as some bars may be."
623,8,"This bar has a good savory taste to it and the smoky BBQ flavor really comes through well, especially at the back of my throat and into my nose so it smells enticing.  There's also a nice taste to it that has a hint of sweet but more salty and savory.",3,This is about what I would expect from tasting other foods that are BBQ-flavored.  It's not very memorable and is not forgettable; definitely recognizable in taste.,I think it's just a preference but I would like more peanut and sweet integrated.  The sweet is dulled and the smoky BBQ is a bit overpowering the longer it lingers.
802,7,I like the peanut taste and the smoky BBQ flavor. The bar is also crunchy but not too much so.  There's also a sweetness to it.,2,It tastes like separate ingredients were placed in one bar but the mixture of ingredients don't quite gel.  There's no harmony in the flavors.,I would make the salty/savory aspect a little more present; it's missing.
581,1,Doesn’t taste good,1,I didn’t like the overwhelming taste,Taste less strong
623,3,Not as flavorful as the others - not as overwhelming,3,Was more like what I expected- slight sweetness with saltiness,Add little bit of sweetness
802,1,Nothing,1,I didn’t like the taste,Less flavorful
581,9,I love how crispy and tasteful the nuts are.  I like how the taste is not overpowering and I'm still able to get the taste of the peanuts.   The chewy sweet and salty granola bar satisfies all my taste buds. And one simply isn't enough. Affordable and individually packaged so it makes it perfect to throw in your purse or a lunch box.,5,"I felt that I would not like it based on the BBQ, but I was wrong.",Nothing
623,9,"I love the overall taste and texture of this product, the BBQ compliments the salty well",5,I had felt like it was not going to be good due to the name but it was very well,Nothing
802,9,It taste amazing and the BBQ goes great with the sweet and salty,5,My reason for the rating is because I really did not think it would taste good but I was very wrong,Nothing
581,9,It has a light smoky flavor which is nice. I love the crunch and portion size is great.,5,I liked the bbq flavor. I love the crunch and it was as I was hoping the bar to be.,I'd like a little more of a bbq flavor.
623,9,"It has a great smoky bbq flavor. I love crunchy things and this has an amazing crunch. Size is good - not too big, not too small.",5,"I don't always love bbq flavored things, because sometimes it's too tangy. This was great with the smoky flavor to it. Definitely better than I thought it was going to be.",Nothing. I would buy and enjoy it just as.
802,9,I like the bbq flavor. I like the crunch and size. I like the nuts and seeds in it as well.,5,"It is a great bar. Generally, bars are sweeter than savory. It's nice to have an option for a savory snack bar that isn't a meat stick/","This bar, perhaps by design or incident, didn't have quite the 'snap' to it when I broke a piece off. If by design, I do prefer the other bars better with a seemingly extra crunch to it."
581,6,Good peanut flavor,4,Nice crunch,Less BBQ smoke
623,2,Too spicy,1,Nothing savory about the spice,More peanut
802,6,Good peanut flavor,3,Wholesome,More salt
581,8,I love the crunchiness and lingering taste.,5,Prior to tasting any of the 3 samples I had a few reservations. But upon tasting this product it does seem like a product I'd love consuming on the regular.,I have no changes to suggest for this product.
623,8,I love the flavor and lingering taste. I can taste the hint of bbq but the peanut butter ( I assume) is what's really leaving a lingering taste.,5,It was a new flavor. I was reserved by what it may taste like but upon the first bite I was elated.,Nothing comes to mind for a change for this product.
802,8,This one was my favorite out of the 3 samples. I love have the taste melds together and the aftertaste is a bit more settled than with the other two.,5,I was skeptical but quickly sated upon tasting this product. It blends to well together it left me wanting to eat the entire sample.,I cannot think of anything I would change with this sample.
581,7,"I like the flavor of the BBQ and the crunchiness of the bar.  The bigger size of the peanuts was good, too.",4,It met my expectations with the flavor and the crunch of the bar.  I was pleased with the bolder flavor!,"I would lessen the amount of salt taste (it was more of a quick salt taste when I first bit into it).  I would also change the part when you broke off a piece, the peanuts crumbled off separately.  I would add a bit more of the BBQ flavor too."
623,8,"I like the hint of sweetness of this product and the hint of BBQ flavor.  I tasted the seeds in it and liked the crunch of each part of the bar.  There was minimal salty taste, which was good.  I liked how the product reminded me of eating BBQ flavored potato chips, but it wasn't chips at all!  Delicious!",4,I was pleased that the product actually tasted better than expected.  It was a mixture of eating sweet granola products and BBQ chips- a combination that is new.,"I would change the amount of small pieces that fell off when breaking off a piece to eat. I would also add a tiny bit more of a sweet flavor to this product.  Looking at the bar, I would like bigger pieces of peanuts too."
802,7,I like the hardness and crunchiness of the bar.  There was an aftertaste of BBQ that lasted- I liked that very much.  I also like the color of the bar- brighter to let me know that it was going to be a BBQ flavor.,2,I didn't expect the bold taste of salt.  I expected the BBQ flavor to come out more- maybe even a bold BBQ taste rather than a salt taste.,There was a taste of salt that lingered in my mouth- this was too much.  I'd change that so it doesn't linger and so it isn't a bold taste of salt.  Maybe change it to have more of a sea salt taste than a regular salt taste.
581,9,Unique taste but not overpowering. Savory but not too salty. Inviting appearance.,5,"When I heard the idea, I was not initially excited to try it but more intrigued to see how you would put it together. you exceeded my expectations by far! Delicious & attractive!",I truly cannot think of anything!
623,9,The crunch & delightful savory BBQ flavor. Great textures but not heavy. It's a refreshing change of pace!,5,I was unsure about making a granola bar savory but you have done an amazing job in balancing wholesome goodness I have cone to love with Nature Valley products with a fresh new savory twist!,Nothing
802,9,It seems to have a more uniform look and the coloration is just slightly lighter than the last one. It is attractive and appealing!,5,I did not know what to expect but you knocked it out of the park! It is unique and delicious and savory but not too salty. I am sold!,I cannot think of any changes. I like it!
581,8,like the crunchiness of the bar and the flavor. it's unique and would satisfy a craving,3,it matches the description and fits well with nature valley,add more whole nuts
623,4,i like the crunch of the bar,2,the flavor is too strong,the flavor is strong and a bit overpowering. i'd reduce the flavor strength a bit
802,7,i like the savoriness of the bar. it's very craveable,3,matches well with the previous product description,make the smoky bbq flavor a tad less strong
581,8,"unique for a granola bar, tasty & crunchy",5,had no expectations since it was such a unique idea,"nothing really, maybe less sugar"
623,8,"unique for a granola bar, tasty & crunchy",5,I just didn't know what to expect since it was so new I didn't really have expectations!,"not much, maybe slightly less sweet"
802,8,Unique product,5,Didn't have expectations!,Nothing
581,3,I like that it is crunchy and salty,3,Thought it would taste odd and it did,NO BBQ FLAVOR
623,2,Nothing,3,I thought it would taste weird and I was right.,Not make it bbq flavor
802,2,Nothing,2,It tasted worse than the others,No bbq flavor
581,6,Crunchy,2,Does not have enough flavoring,Needs a little more flavor
623,6,It has a slight BBQ  taste,2,Taste  like it could have used slightly more of a  BBQ flavor,It could  have a little bit more of a BBQ  taste
802,4,Crunchiness,2,expected more of a BBQ taste,Add a Bit more flavor
581,7,The crunch is great. Nice nuttiness to it and it’s slightly Smokey and sweet. Good balance,5,Good after taste that lingers and no dryness after.,Probably make it a little bigger
623,6,It’s crunchy and has a little sweetness to it. I like the nuttiness and savory flavors,4,It’s wholesome and nutty. Didn’t expect quality ingredients,It is super dry once you finish the bite.
802,4,Good flavor. Subtle smokiness,2,Good flavor. The bar is too hard,Too crunch and hard
581,4,The nuts,1,"Like i said before, taste like dog food.  It was also to thick for my taste.  The nut amount was good.  BBQ  flavor a bit lacking also in this one.","My first thought was it taste like a bog biscuit.  There was not much BBQ taste but that was not the big thing for me.  As to what you could do, i am not that much of a cook so???"
623,7,It has a good peanut crunch and i love seeds.  The flavor is not overpowering with the BBQ and has a slightly spicy but not to much flavor.,5,"When i saw they were BBQ i expected a lot more BBQ flavor, which in a bar i didn't think was a good thing,  This is the right amount for a salty bar","with the BBQ flavor i can not really see what you could do to make it better.  More sunflower seed for me, but not everyone would like that."
802,7,"It is not to thick. I like the more peanut and nuts taste with the hint of BBQ, but not to much of it",5,"I was figuring the BBQ would be overpowering, but it is not.  Not to salty but nice nut flavor","Actually not much.  I would like more sunflower seeds, but that's just me"
581,8,"Smoky flavor, not too salty, made of nuts, tastes healthy-ish",3,"This product was not quite as good as 623 or 802, but I still liked it a lot. I would say it met my expectations","Less crumbly, a little bit less hard"
623,8,"Great smoky flavor, doesn't taste too salty, heavy on the peanut flavor, product is a good size",4,I liked this product more than I thought I would - I think Nature Valley really nailed the smoky flavor,Make it stay together so there are not so many crumbs! It's the same thing I hate about the Nature Valley bars currently on the market
802,8,"Smoky flavor, not too salty, nice crunch, seems healthy-ish",4,I quite liked this product. I think it had the best texture of the three and the taste was on par with the other two as well. Very tasty and better than I though a product like this would be,"Less crumbly, more of a cohesive texture that stays together (like a clif bar)"
581,6,not as bold with the smokey flavor,4,wasnt overbearing with the smokey,a little more sweetness
623,7,crunchy and wholesome,5,you dont think of smokey with nature valley bar but they totally captured the taste,too smokey for me
802,8,this one had a good blend of smokey and a little sweet,5,considering the first two bars i thought this one would have been overly sweet with no smokey,nothing
581,5,it's certainly  a little more mellow than the first one I tried but i think that also makes it not as memorable for me.,3,I expected it to be similar to the previous one but at the same time just more mild which isn't a bad thing but it doesn't make me want more than the previous.,the flavor should be a bit more intense and noticeable than it is.
623,8,"a rather nice burst of misquite flavoring, slightly smokey, but savory the way beef jerky would be",5,I think the notion of a savory BBQ bar sounded really at home with the flavors and style i feel nature valley is known for with their products.,i like the crunchiness but it's almost too close to the consistency of a cookie.
802,8,"I think it has a great balance between sweet and savory, which I didn't think you could do in bar form but works very well here.",5,"After the second one was rather in the middle, i didn't anticipate this being a leap ahead of that and the flavor just pop much more immediately and lingered longer than the second bar I tried.",Nothing
581,2,The nutty flavor of the product is overwhelming. Maybe its what they were going for but it kinda just tastes like BBQ chip flavored peanuts. I am not a fan.,2,I did not think I would like these bars because I'm not a huge fan of BBQ flavored food (other than actual BBQ) in general. These were even worse than I imagined though because of the nutty flavors and texture.,Texture was alright on this one but I did not like the heavy nutty flavor.
623,1,I do not like anything about this product. The texture is weird and undesirable - like it's not crunchy enough or something. The BBQ flavor is very uninspired. The whole concept is confusing to me.,2,I am not typically a huge fan of BBQ flavored things (other than actual BBQ) so I was disappointed but not surprised that the flavor was pretty bad.,Change the texture to be more crispy. Change the flavor to be less faux BBQ and something more interesting.
802,2,The texture is fine but there's not much else I enjoy about it.,1,I was prepared to dislike these bars based on the BBQ flavor alone. I did not think I would like these bars because I'm not a huge fan of BBQ flavored food (other than actual BBQ). These were even worse than I imagined though because of the extreme nut flavor to this bar.,Definitely tone down the peanut flavor. It is extreme in this bar compared to the others.
581,9,It's a perfect blend between sweet and salty.,5,I freaking loooovvveee it!!! I can't wait to buy,nothing
623,8,I love BBQ favor. It's bold and it's different from any bar I've had.,5,I honestly didn't think I would enjoy it in that form of a snack but it was yummy.,nothing. I thoroughly enjoyed it.
802,3,I didn't enjoy the flavors.,2,The flavor didn't meet the other bars.,The flavors could be better.
581,8,I like that it was little bit sweet and savory. It also tasted healthy and just had a slight bbq taste.,4,"I wasn't sure what a savory bbq bar would taste like. However, it was pretty good!",I would make it thicker.
623,8,It had a good smoky bbq flavor and the crunch of the bar.,4,I wasn't sure how well I would like a savory bar but it hit all of the flavor profiles I hoped it would.,I would make it thicker.
802,7,I thought this one had more seeds than the others and a good barbecue flavor.,4,I wasn’t sure how well barbecue would fit in with the savory and sweet mix but I thought it was great. It met and exceeded my expectations.,I would make the product a bit thicker.
581,6,I like that I can see all the ingredients,2,Its lacking the BBQ flavor its more of a nutty flavor,Add more smoky bbq flavor and make it not so hard to bite into
623,7,I like that I can see all the ingredients it smells appetizing I like the saltiness and there is a hint of sweetness,3,It fits the description nothing fantastic or terrible its a good bar,It is way too hard to bite into and needs more smokey flavor
802,6,I like the crunch and different textures and the hint of BBQ,3,ITs only a hint of BBQ I would add more flavor,I would add more smokiness and BBQ
581,3,There is a bit of a better bbq taste in it. I like the sweet and sour taste as well,2,I was expecting a better product that made me want to eat more- somehow this doesn't blend well together and i cant see myself eating it again,the taste just doesnt seem to blend together well enough to make it something worth buying.
623,2,"Its difficult to tell what the taste is. And it doesn't come across in a positive way. It also had an odd texture compared to other Nature Valley bars I have eaten in the past, along with a weird aftertaste.  I had a frown on my face while eating it :(",1,I was expecting a sweet honey bbq flavor kind of taste. I didn't taste anything sweet or good in it.,"I thought BBQ flavor would taste good, but it doesn't seem to go well with the bar. Not sure how you can improve this..sorry to say."
802,4,"its got a good sweet sour balance. Other than that, not much else",2,The taste just doesnt go well together.,its got a salty after taste. Also has a smokey taste that tastes artificial. also a bit to hard
581,7,The appearance of the color looks like how BBQ should kind of orangy and tangy looking,4,I pictured it to look less BBQ flavored like the last sample,Nothing I can think of yet
623,6,It has a BBQ flavor but slightly too light for me I like bold BBQ taste,4,I wasn't sure how bbq nature Valley would taste i pictured something gross to be honest,Stronger BBQ taste for sure
802,9,The look is exactly what I would picture a BBQ bar to look like,5,I love the flavor it is subtle but still leaves a nice BBQ after taste which surprises me because I wanted bold flavor,Nothing as far as appearance
581,6,The crunch.  It's less orange as 623.  I like that it's not overly nutty.,3,I kinds of expected it to be on the sweeter side since most of the bars are sweet.,"It's a little sweet for me.  623 wasn't as sweet, if I am eating something savory I want more of the savory and less of the sweet."
623,7,This one is not as sweet as 581. It's got a nice balance of nuts to oats.,4,"Smoky is apt. It's definitely got that smokey BBQ flavor.  I wasn't sure how that would go with oats, but it's quite good.","I would love to see how it would taste with almonds or cashews.  Peanuts are probably my least favorite nut.  Still good, but not my fav."
802,7,I like the BBQ flavor.  Feels balanced like 623 but not quite as smoky.,4,I always think something is going to be too sweet for my preference.  This was surprisingly not super sweet and I enjoyed that.,This one had more peanut flavor.  I think I would prefer less peanut flavor.  Maybe a different nut that's not as strong so that the BBQ shines more.
581,9,"The size,taste,texture,ingredients",3,I am always looking for something new to try,I would not change anything
623,9,"The taste,texture,size ingredients",3,I am always looking for something new to try,Just leave it as it is
802,9,"The scent,taste,texture",3,I already have started to love this product,I would not change anything
581,8,"Good smoky flavor, really nails the savory craving. Has a good combination of textures with the various level of crunch from the granola to the peanuts.",5,"Wasn't sure what to expect, but the smoky bbq flavor was nailed and tastes delicious with the perfect amount of crunch.",A little bit of sweetness or spiciness to take the flavor to another level.
623,8,"Has a good crunch, the smoky bbq flavor really compliments the roasted peanuts, very savory and delicious.",5,"I've got more of a sweet tooth, so I wasn't sure how a savory bar would taste, but I love it. It's surprisingly craveable and makes you want to keep eating it.",I'd add just a hint of sweetness to offset the smoky flavor.
802,7,"Great crunch, seemed a little bit thicker so a little more filling.",4,Had a great crunch and the flavor itself was pretty good.,"Could have been a little more flavorful, tasted as much peanut as smoky bbq."
581,7,"I like the crunch of the product and the appearance is still good, but not as good as the last product. The smoky BBQ flavor is good and maybe for people who like a milder flavored product, would be good.",2,"I expected more peanuts, more crunch, more savory BBQ flavor","More nuts, more BBQ savory flavor"
623,9,"I like the appearance of  real food , meaning, not a mash-up of items I can't figure out.. I like that it doesn't fall apart either when I'm eating it, the bar holds up. I really like the smoky savory flavor of the bar, and wouldn't even consider it sweet, tho I know sweet plays into savory... but it's the smoky essence of this savory flavor where sweet is only part of the combo, but still hidden so as not to stand out. It also seems to be the strongest flavor of the 3 bars and I do like that.",5,"Sometimes with a mass produced marketed product, expectations can be a bit blah.. but this bar harkens to those mixes you get in the office that are in loose item dispensers and the flavor profile is really good.. texture and taste. I really didn't expect this bar to taste this good, so I was pleasantly surprised.","As I'm more on protein and less on carbs, but a smidge more peanuts and less rice... but not sure if the rice is also providing a binding agent... but I really like nuts, especially peanuts, so if you can add a bit more, that would be great."
802,8,"It has more peanuts than the last sample, but could always use more.. good flavor profile, I like the savory bite it gives and leaves, good crunch for texture fix, and I like that I can see the ingredients",4,Not always sure what to expect with 'bars'.. this one has nuts and seeds and I like that wholesome profile and the flavor is better than I expected,"More peanuts, always"
581,1,nothing,1,"too hard, too dry, not much flavor","everything from looks, texture, taste"
623,1,nothing,1,It didn't meet my expectation. I did not taste the smoky flavor or the bbq flavor. Plus it's too hard,"texture, flavor, look"
802,1,nothing,1,I didn't like anything about it,"the look, the taste, the texture, the hardness, the crunchiness"
581,8,This bar had the perfect balance of bbq flavor and granola crunch. The bbq flavor is subtle at first but then comes in nicely after a few seconds and isn't too full or overwhelming.,5,I feel this would be the perfect bbq snack bar.  The bbq flavor is just right and isn't too full and it blends nicely with the nuts and seeds without drowning out the taste of them.,Nothing.  I feel this one would be the perfect bbq snack bar from Nature Valley.
623,8,The product is really flavorful and you can definitely taste the nut as well as the bbq flavor upon first bite.  The bar is savory and crunchy and the flavor wasn't overwhelming.  The bbq adds a nice kick to it.,4,"It was full of flavor and was definitely enjoyable whereas I expected it to be a bit on the lighter side and more of a granola crunch, given it's Nature Valley; but this had both.","I liked the fully packed flavor, but I can see how it can be a little bit too much for some people. The taste of it also reminded me of BBQ Pringles which doesn't really make this snack unique or different.  It just felt like I was eating a BBQ snack in a different form.  Lastly, there was a lot seasoning that got on my fingers so it can be a bit crumby/messy."
802,4,"Had a nice crunch to it, but overall, did not really like this bar.",1,It just wasn't good at all.  The bbq flavor was too light and I couldn't really make out the taste of anything else.  it felt  fake  and artificial.,"The bbq flavor was too light and subtle and with that, the bar tasted a bit artificial."
581,3,"Not a whole lot, to be honest. The crunchiness is good, and it seems fairly wholesome.",2,"The BBQ flavor is weird, and the overall taste just isn't very good.","Make the BBQ flavor more intense. There's some strange underlying flavor that I dislike, and it's just not great."
623,7,"It's definitely a Nature Valley bar, crunchy and a bit crumbly. The BBQ flavor is surprisingly decent, it's a little smoky and a tiny bit spicy. Overall, not bad.",3,"I honestly didn't know what to think, I kind of just took it with open arms and didn't have many pre-existing expectations when coming into it.","Not sure, to be honest."
802,3,"The crunch and texture are good, I guess.",2,"It barely tastes like BBQ, it's somehow sweet and savory but not in a great way. The flavor is just a little gross.","Less sweetness in the BBQ, and just a better BBQ flavor overall."
581,8,taste is savory and its crunchy,3,tastes about like I thought it would by the description,make the bbq flavor a bit stronger
623,8,Like the savory and crunchy taste,3,it was about what I expected it to taste,make the bbq flavor just a bit stronger
802,8,tasty savory and crunchy,3,tastes about like I thought it would,add a bit more bbq flavor
581,8,"I like that is sweet, salty, savory and crunchy.",3,I expected a crunchy bar with a sweet but savory bbq flavor.,I would like to taste more of the different seeds.
623,3,I like that is has a savory taste and I like that it’s crunchy.,2,I expected a sweet and salty bbq flavor but it taste bitter and salty.,It tastes bitter and it needs a little more sweetness
802,2,I like the crunchiness and the savory taste.,2,I wanted it to be sweeter and more crunchy,I would use less bbq flavoring and add more sweetness. I would also make the bar a little harder. It fell apart too easy.
