product,Question,Response,Sentiment Score,Response value,lemm
BBQ - Test 14,Meets Expectation,I didn't really have a solid expectation when thinking of a granola bar.. but this is like a trail mix or bar mix. So yummy,83.87,4,"['didnt', 'really', 'solid', 'expectation', 'think', 'granola', 'bar', 'like', 'trail', 'mix', 'bar', 'mix', 'yummy']"
BBQ - Control (Texas BBQ),Meets Expectation,It has a sweet hint,45.88,1,"['sweet', 'hint']"
BBQ - Test 13,Meets Expectation,I was expecting it to taste bad but it was much better than I anticipated,38.18,4,"['expect', 'taste', 'bad', 'much', 'well', 'anticipated']"
BBQ - Test 14,Meets Expectation,I really can taste the bbq flavor. Reminds me of bbq potato chips,0,4,"['really', 'taste', 'bbq', 'flavor', 'remind', 'bbq', 'potato', 'chip']"
BBQ - Control (Texas BBQ),Meets Expectation,I was not expecting it to taste so good because i have never a savory type of crunchy bar.,57.77,4,"['expect', 'taste', 'good', 'never', 'savory', 'type', 'crunchy', 'bar']"
BBQ - Test 13,Meets Expectation,I dont taste any smoky-ness flavor,0,4,"['dont', 'taste', 'smokyness', 'flavor']"
BBQ - Test 14,Meets Expectation,i honestly thought it might be nasty as i have never had a savory type of crunchy bar.,-15.31,4,"['honestly', 'think', 'might', 'nasty', 'never', 'savory', 'type', 'crunchy', 'bar']"
BBQ - Control (Texas BBQ),Meets Expectation,It didnt really have a good taste to it,49.02,2,"['didn\x92t', 'really', 'good', 'taste']"
BBQ - Test 13,Meets Expectation,Its surprisingly very  wholesome and tasty,29.6,4,"['it\x92s', 'surprisingly', 'wholesome', 'tasty']"
BBQ - Test 14,Meets Expectation,I expected it to be nasty because when you think nature valley u dont  Think savory but this reminded me of eating a bag of bbq chips  Or bbq chicken very wholesome,-31.82,4,"['expect', 'nasty', 'think', 'nature', 'valley', 'u', 'don\x92t', 'think', 'savory', 'remind', 'eat', 'bag', 'bbq', 'chip', 'bbq', 'chicken', 'wholesome']"
BBQ - Control (Texas BBQ),Meets Expectation,i enjoyed the bar,51.06,4,"['enjoy', 'bar']"
BBQ - Test 13,Meets Expectation,thought the flavor would be more nutty,0,2,"['think', 'flavor', 'would', 'nutty']"
BBQ - Test 14,Meets Expectation,found the flavor very fake,-52.56,2,"['find', 'flavor', 'fake']"
BBQ - Control (Texas BBQ),Meets Expectation,It is a very light smoke and bbq flavor not very strong or bold.,-1.42,2,"['light', 'smoke', 'bbq', 'flavor', 'strong', 'bold']"
BBQ - Test 13,Meets Expectation,It isn't as flavorful after having a few bites. NO good lingering aftertaste either,-0.85,2,"['isnt', 'flavorful', 'bite', 'good', 'linger', 'aftertaste', 'either']"
BBQ - Test 14,Meets Expectation,It has an overall great combo of flavor of smoke and BBQ. not over bearing and long lasting aftertaste that makes me want to take another bite,65.97,5,"['overall', 'great', 'combo', 'flavor', 'smoke', 'bbq', 'bearing', 'long', 'lasting', 'aftertaste', 'make', 'want', 'take', 'another', 'bite']"
BBQ - Control (Texas BBQ),Meets Expectation,"Again, this one had a bit of a sweet aftertaste to it, which overwhelmed the BBQ flavor.",49.39,2,"['one', 'bit', 'sweet', 'aftertaste', 'overwhelm', 'bbq', 'flavor']"
BBQ - Test 13,Meets Expectation,The taste matches the name and the level of BBQ I can taste in the bar. It's not too overpowering.,0,3,"['taste', 'match', 'name', 'level', 'bbq', 'taste', 'bar', 'overpowering']"
BBQ - Test 14,Meets Expectation,"I have eaten several Nature Valley granola bars in the past, and they have all been very sweet. It was very unexpected for it to have such a savory taste. It's not what I would normally expect from the brand.",50.95,4,"['eaten', 'several', 'nature', 'valley', 'granola', 'bar', 'past', 'sweet', 'unexpected', 'savory', 'taste', 'would', 'normally', 'expect', 'brand']"
BBQ - Control (Texas BBQ),Meets Expectation,Thinking of Nature's Valley I think sweet and granola bars and this was a nice surprise with a good BBQ Jesus that was for Smokey and a sweep and had a nice crunch to it without being dry or too dense,91.18,4,"['think', 'nature', 'valley', 'think', 'sweet', 'granola', 'bar', 'nice', 'surprise', 'good', 'bbq', 'jesus', 'smokey', 'sweep', 'nice', 'crunch', 'without', 'dry', 'dense']"
BBQ - Test 13,Meets Expectation,It seems like a typical barbecue snack. The flavor itself is sort of generic and what I would expect. it's not something special that really stands out however,6.24,3,"['seem', 'like', 'typical', 'barbecue', 'snack', 'flavor', 'sort', 'generic', 'would', 'expect', 'something', 'special', 'really', 'stand', 'however']"
BBQ - Test 14,Meets Expectation,"The BBQ taste was too intense and I didn't feel like it was a satisfying BBQ flavor. It was way too smokey in the flavor, so much so that it was overpowering and I couldn't taste anything else besides the smoke",29.37,2,"['bbq', 'taste', 'intense', 'didnt', 'feel', 'like', 'satisfy', 'bbq', 'flavor', 'way', 'smokey', 'flavor', 'much', 'overpower', 'couldnt', 'taste', 'anything', 'else', 'besides', 'smoke']"
BBQ - Control (Texas BBQ),Meets Expectation,I don't really taste the BBQ. It's more faint.,0,2,"['dont', 'really', 'taste', 'bbq', 'faint']"
BBQ - Test 13,Meets Expectation,Just impressive to impart this flavor in a nut bar. It's different.,51.06,4,"['impressive', 'impart', 'flavor', 'nut', 'bar', 'different']"
BBQ - Test 14,Meets Expectation,"I don't gravitate towards smoky flavor because it tends to linger throughout the day, it's definitely smoky, but not how I anticipated.",21.44,4,"['dont', 'gravitate', 'towards', 'smoky', 'flavor', 'tend', 'linger', 'throughout', 'day', 'definitely', 'smoky', 'anticipated']"
BBQ - Control (Texas BBQ),Meets Expectation,"The flavor is missing something. I taste the smokiness; however, it is missing the BBQ.",-52.67,3,"['flavor', 'miss', 'something', 'taste', 'smokiness', 'however', 'miss', 'bbq']"
BBQ - Test 13,Meets Expectation,The product is not as good as expected.,-34.12,3,"['product', 'good', 'expect']"
BBQ - Test 14,Meets Expectation,"I like BBQ and I like nuts; however, the combination together is a no.",12.8,2,"['like', 'bbq', 'like', 'nut', 'however', 'combination', 'together']"
BBQ - Control (Texas BBQ),Meets Expectation,I didnt like this bar at all. It left a bitter aftertaste in my mouth.,-7.72,1,"['didn\x92t', 'like', 'bar', 'leave', 'bitter', 'aftertaste', 'mouth']"
BBQ - Test 13,Meets Expectation,This bar is okay. It can be better.,58.59,3,"['bar', 'okay', 'well']"
BBQ - Test 14,Meets Expectation,The barbecue flavor doesnt taste good.,44.04,2,"['barbecue', 'flavor', 'doesn\x92t', 'taste', 'good']"
BBQ - Control (Texas BBQ),Meets Expectation,Its got that sweet aspect,45.88,4,"['it\x92s', 'get', 'sweet', 'aspect']"
BBQ - Test 13,Meets Expectation,It tasted like youd think it would.,36.12,3,"['taste', 'like', 'you\x92d', 'think', 'would']"
BBQ - Test 14,Meets Expectation,Its a good product. Im just not much for BBQ flavor in general.,44.04,3,"['it\x92s', 'good', 'product', 'i\x92m', 'much', 'bbq', 'flavor', 'general']"
BBQ - Control (Texas BBQ),Meets Expectation,BBQ crunchy bar,0,3,"['bbq', 'crunchy', 'bar']"
BBQ - Test 13,Meets Expectation,"Hard to capture bbq flavor, so I wasnt surprised",19.7,3,"['hard', 'capture', 'bbq', 'flavor', 'wasn\x92t', 'surprise']"
BBQ - Test 14,Meets Expectation,Name clued me in to what it may taste like,36.12,3,"['name', 'clue', 'may', 'taste', 'like']"
BBQ - Control (Texas BBQ),Meets Expectation,BBQ flavor was too over powering and didn't mix well with other ingredients,-20.57,2,"['bbq', 'flavor', 'power', 'didnt', 'mix', 'well', 'ingredient']"
BBQ - Test 13,Meets Expectation,The flavors didn't go well together and the BBQ flavor was too much,-20.57,2,"['flavor', 'didnt', 'go', 'well', 'together', 'bbq', 'flavor', 'much']"
BBQ - Test 14,Meets Expectation,The BBQ flavor was too much.,0,2,"['bbq', 'flavor', 'much']"
BBQ - Control (Texas BBQ),Meets Expectation,This product was exactly what I thought it would be and more! I love the flavor!,72.5,4,"['product', 'exactly', 'think', 'would', 'love', 'flavor']"
BBQ - Test 13,Meets Expectation,Did not expect it to taste the way it did,0,2,"['expect', 'taste', 'way']"
BBQ - Test 14,Meets Expectation,I did not like the taste of the product.,-27.55,1,"['like', 'taste', 'product']"
BBQ - Control (Texas BBQ),Meets Expectation,Not a flavor I would expect from Nature Valley. The crunchy and wholesome factors are still present and familiar.,0,2,"['flavor', 'would', 'expect', 'nature', 'valley', 'crunchy', 'wholesome', 'factor', 'still', 'present', 'familiar']"
BBQ - Test 13,Meets Expectation,Not the flavor combination or profile I would expect. Honestly it tastes cheap and uninspired. Similar to a quick stop snack I can purchase that is not a trusted name brand.,-19.11,2,"['flavor', 'combination', 'profile', 'would', 'expect', 'honestly', 'taste', 'cheap', 'uninspired', 'similar', 'quick', 'stop', 'snack', 'purchase', 'trust', 'name', 'brand']"
BBQ - Test 14,Meets Expectation,"I'm a fan of Nature Valley but I'm not at all pleased by this bar. As stated before, smoke flavor is too much. I would like to have more of the sweet and honey flavor that Nature Valley does well.",83.32,1,"['im', 'fan', 'nature', 'valley', 'im', 'please', 'bar', 'state', 'smoke', 'flavor', 'much', 'would', 'like', 'sweet', 'honey', 'flavor', 'nature', 'valley', 'well']"
BBQ - Control (Texas BBQ),Meets Expectation,I was underwhelmed with the flavor.  I think their other bars are much better,44.04,2,"['underwhelmed', 'flavor', 'think', 'bar', 'much', 'well']"
BBQ - Test 13,Meets Expectation,"I was not sure what the mix was going to be but the second time I tried it, it was better.",52.18,3,"['sure', 'mix', 'go', 'second', 'time', 'try', 'good']"
BBQ - Test 14,Meets Expectation,It looked appetizing but needs a better taste combination - maybe introduce a tomato flavor more or go sweeter,59.27,2,"['look', 'appetizing', 'need', 'well', 'taste', 'combination', 'maybe', 'introduce', 'tomato', 'flavor', 'go', 'sweeter']"
BBQ - Control (Texas BBQ),Meets Expectation,"nice size, and not too crunchy and no weird aftertaste",-2.58,5,"['nice', 'size', 'crunchy', 'weird', 'aftertaste']"
BBQ - Test 13,Meets Expectation,"it is a very nice sensory snack. good flavor, smell, texture, appearance",71.78,5,"['nice', 'sensory', 'snack', 'good', 'flavor', 'smell', 'texture', 'appearance']"
BBQ - Test 14,Meets Expectation,Its not a difficult bar to bite into - its crunchy but its not a rock hard bar.,24.98,5,"['difficult', 'bar', 'bite', 'crunchy', 'rock', 'hard', 'bar']"
BBQ - Control (Texas BBQ),Meets Expectation,maybe i dont really know what my expecations were since a BBQ granola bar is as whole new concept to me. but in the end I think of my granola bars being sweet and a breakfast item rather than tangy and spicey,61.24,2,"['maybe', 'dont', 'really', 'know', 'expecations', 'since', 'bbq', 'granola', 'bar', 'whole', 'new', 'concept', 'end', 'think', 'granola', 'bar', 'sweet', 'breakfast', 'item', 'rather', 'tangy', 'spicey']"
BBQ - Test 13,Meets Expectation,"I just think of sweet when i have a granola or poteien, energy or breakfast bar. So i as going in for something sweet and it was realy just too spcky for my liking in the bar form, it would be better as a snack mix",91.36,2,"['think', 'sweet', 'granola', 'poteien', 'energy', 'breakfast', 'bar', 'go', 'something', 'sweet', 'realy', 'spcky', 'like', 'bar', 'form', 'would', 'better', 'snack', 'mix']"
BBQ - Test 14,Meets Expectation,i just thought it would be a more mild bbq. I also expect granola bars to be sweet so it was taken off guard,45.88,2,"['thought', 'would', 'mild', 'bbq', 'also', 'expect', 'granola', 'bar', 'sweet', 'take', 'guard']"
BBQ - Control (Texas BBQ),Meets Expectation,"I had no clue what to expect, but this was really good!",61,5,"['clue', 'expect', 'really', 'good']"
BBQ - Test 13,Meets Expectation,"I had no idea what to expect, but these are great!",74.63,5,"['idea', 'expect', 'great']"
BBQ - Test 14,Meets Expectation,"I was not sure what to expect, but I can see having a box of these in my office as a snack.",-12.32,5,"['sure', 'expect', 'see', 'box', 'office', 'snack']"
BBQ - Control (Texas BBQ),Meets Expectation,When I think of BBQ flavor this bar is the taste that I would expect with the exception of the it being a little too salty.,0,3,"['think', 'bbq', 'flavor', 'bar', 'taste', 'would', 'expect', 'exception', 'little', 'salty']"
BBQ - Test 13,Meets Expectation,The BBQ flavor is very strong and it leaves a salty flavor in my mouth.,55.63,2,"['bbq', 'flavor', 'strong', 'leave', 'salty', 'flavor', 'mouth']"
BBQ - Test 14,Meets Expectation,I do love BBQ flavors but this is not something that I would eat super early in the morning on my way to work as BBQ is not a flavor I crave for breakfast.,83.81,2,"['love', 'bbq', 'flavor', 'something', 'would', 'eat', 'super', 'early', 'morning', 'way', 'work', 'bbq', 'flavor', 'crave', 'breakfast']"
BBQ - Control (Texas BBQ),Meets Expectation,BBQ tastes good but not on or in everything,23.82,3,"['bbq', 'taste', 'good', 'everything']"
BBQ - Test 13,Meets Expectation,it did not make my tastes buds tingle,0,2,"['make', 'taste', 'bud', 'tingle']"
BBQ - Test 14,Meets Expectation,smokey BBQ speaks for itself,0,3,"['smokey', 'bbq', 'speaks']"
BBQ - Control (Texas BBQ),Meets Expectation,For a BBQ flavored product I find the consistency of the BBQ throughout to be perfect.,57.19,3,"['bbq', 'flavor', 'product', 'find', 'consistency', 'bbq', 'throughout', 'perfect']"
BBQ - Test 13,Meets Expectation,The flavor was consistent and I like consistency vs over the top flavors,51.06,3,"['flavor', 'consistent', 'like', 'consistency', 'v', 'top', 'flavor']"
BBQ - Test 14,Meets Expectation,I do not want to have BBQ flavoring in a nature valley bar and this product confirms it.,-5.72,1,"['want', 'bbq', 'flavor', 'nature', 'valley', 'bar', 'product', 'confirms']"
BBQ - Control (Texas BBQ),Meets Expectation,It was not my top 2 choices but once retried. The flavor was not terrible. I did not hold high expectations due to texture and appearance.,46.51,3,"['top', '2', 'choice', 'retry', 'flavor', 'terrible', 'hold', 'high', 'expectation', 'due', 'texture', 'appearance']"
BBQ - Test 13,Meets Expectation,The appearance is better and the crunch is nice. Seems to be maybe more compacted. It was close to perfect minus additional flavor.,85.55,4,"['appearance', 'well', 'crunch', 'nice', 'seem', 'maybe', 'compact', 'close', 'perfect', 'minus', 'additional', 'flavor']"
BBQ - Test 14,Meets Expectation,"As stated earlier, it is what I would expect it to taste like. The BBQ flavor is there and crunches from the nuts. The sweetness and salt combination.",52.67,5,"['state', 'earlier', 'would', 'expect', 'taste', 'like', 'bbq', 'flavor', 'crunch', 'nuts', 'sweetness', 'salt', 'combination']"
BBQ - Control (Texas BBQ),Meets Expectation,Just not the taste for me,0,2,['taste']
BBQ - Test 13,Meets Expectation,this product is just not something i would purchase. its very dry and chalky,0,2,"['product', 'something', 'would', 'purchase', 'dry', 'chalky']"
BBQ - Test 14,Meets Expectation,"after tasting the product again, it does have a savory taste inn which i would no buy for this type of product",-29.6,3,"['taste', 'product', 'savory', 'taste', 'inn', 'would', 'buy', 'type', 'product']"
BBQ - Control (Texas BBQ),Meets Expectation,it was tasty and crunchy like a typical nature valley bar.  flavors were good and had nice texture,80.2,3,"['tasty', 'crunchy', 'like', 'typical', 'nature', 'valley', 'bar', 'flavor', 'good', 'nice', 'texture']"
BBQ - Test 13,Meets Expectation,"the flavor wasn't well developed and didn't overwhelm me, seemed like the flavor faded quickly",29.69,2,"['flavor', 'wasnt', 'well', 'developed', 'didnt', 'overwhelm', 'seem', 'like', 'flavor', 'fade', 'quickly']"
BBQ - Test 14,Meets Expectation,"it tasted pretty good, the flavors were well developed.  typically, I enjoy nature valley so I expected to enjoy this.",92.74,4,"['taste', 'pretty', 'good', 'flavor', 'well', 'develop', 'typically', 'enjoy', 'nature', 'valley', 'expect', 'enjoy']"
BBQ - Control (Texas BBQ),Meets Expectation,"It didnt sound good, and it didnt taste good at all.",70.03,3,"['didn\x92t', 'sound', 'good', 'didn\x92t', 'taste', 'good']"
BBQ - Test 13,Meets Expectation,I didnt think it was going to taste very good and it didnt.,49.27,3,"['didn\x92t', 'think', 'go', 'taste', 'good', 'didn\x92t']"
BBQ - Test 14,Meets Expectation,"I guess if you like bbq it might not be bad, but I dont like the taste at all.  I expected something that tasted different.  Not sure what, but not this",53.96,2,"['guess', 'like', 'bbq', 'might', 'bad', 'don\x92t', 'like', 'taste', 'expect', 'something', 'taste', 'different', 'sure']"
BBQ - Control (Texas BBQ),Meets Expectation,I thought it would taste like the other bars but the flavor was off,19.01,2,"['thought', 'would', 'taste', 'like', 'bar', 'flavor']"
BBQ - Test 13,Meets Expectation,I expected it to be crunchy and savory and it was,0,3,"['expect', 'crunchy', 'savory']"
BBQ - Test 14,Meets Expectation,The title explains the bar really well it is savory and crunchy.,33.84,3,"['title', 'explain', 'bar', 'really', 'well', 'savory', 'crunchy']"
BBQ - Control (Texas BBQ),Meets Expectation,The flavor is what I would expect from a bbq flavored bar.,0,3,"['flavor', 'would', 'expect', 'bbq', 'flavored', 'bar']"
BBQ - Test 13,Meets Expectation,"The bbq flavor is there, but its not overbearing so it still feels like a healthy snack and not chips",77.83,4,"['bbq', 'flavor', 'it\x92s', 'overbear', 'still', 'feel', 'like', 'healthy', 'snack', 'chip']"
BBQ - Test 14,Meets Expectation,"I didnt expect the product to be good at all, but it was surprisingly tasty",57.89,4,"['didn\x92t', 'expect', 'product', 'good', 'surprisingly', 'tasty']"
BBQ - Control (Texas BBQ),Meets Expectation,I thought it would be hard and plain with slight bbq flavor and I was wrong,-54.23,4,"['think', 'would', 'hard', 'plain', 'slight', 'bbq', 'flavor', 'wrong']"
BBQ - Test 13,Meets Expectation,Good size and color. The other reason is because it has good flavor,70.03,4,"['good', 'size', 'color', 'reason', 'good', 'flavor']"
BBQ - Test 14,Meets Expectation,I thought it would be plain. But is turned out to be amazing,73.51,5,"['thought', 'would', 'plain', 'turned', 'amazing']"
BBQ - Control (Texas BBQ),Meets Expectation,The bar tastes good.,44.04,4,"['bar', 'taste', 'good']"
BBQ - Test 13,Meets Expectation,The bar is crunchy.,0,5,"['bar', 'crunchy']"
BBQ - Test 14,Meets Expectation,The bar is tasty and crunchy.,0,4,"['bar', 'tasty', 'crunchy']"
BBQ - Control (Texas BBQ),Meets Expectation,It has the right amount of BBQ and spice I did not expect.,0,4,"['right', 'amount', 'bbq', 'spice', 'expect']"
BBQ - Test 13,Meets Expectation,It had the amount of spice and BBQ as expected.,0,3,"['amount', 'spice', 'bbq', 'expect']"
BBQ - Test 14,Meets Expectation,I thought it would be mild as far as spice and BBQ go.,0,3,"['thought', 'would', 'mild', 'far', 'spice', 'bbq', 'go']"
BBQ - Control (Texas BBQ),Meets Expectation,This is what I expect the bar to taste like.,36.12,3,"['expect', 'bar', 'taste', 'like']"
BBQ - Test 13,Meets Expectation,I thought it would be more of a mix of flavors. It is pretty much all BBQ flavor.,49.39,2,"['think', 'would', 'mix', 'flavor', 'pretty', 'much', 'bbq', 'flavor']"
BBQ - Test 14,Meets Expectation,The flavor of the peanuts mixes with granola was what I expected. Also knowing it was BBQ flavored I expected that taste.,0,3,"['flavor', 'peanut', 'mix', 'granola', 'expect', 'also', 'know', 'bbq', 'flavor', 'expect', 'taste']"
BBQ - Control (Texas BBQ),Meets Expectation,I like it,36.12,3,['like']
BBQ - Test 13,Meets Expectation,I am not a fan of the taste or the after taste,-24.11,2,"['fan', 'taste', 'taste']"
BBQ - Test 14,Meets Expectation,I was a fan of the smoky bbq flavor,31.82,3,"['fan', 'smoky', 'bbq', 'flavor']"
BBQ - Control (Texas BBQ),Meets Expectation,The nature Valley product just seems to keep getting better than ever. The balance is perfect,76.5,5,"['nature', 'valley', 'product', 'seem', 'keep', 'get', 'good', 'ever', 'balance', 'perfect']"
BBQ - Test 13,Meets Expectation,I've tried others and this flavor profile is very unique,0,5,"['ive', 'try', 'others', 'flavor', 'profile', 'unique']"
BBQ - Test 14,Meets Expectation,I like all of the nature Valley product. This one is very different than any other product like this,61.24,5,"['like', 'nature', 'valley', 'product', 'one', 'different', 'product', 'like']"
BBQ - Control (Texas BBQ),Meets Expectation,This is my third sample of the same flavor so I know what to expect.,0,3,"['third', 'sample', 'flavor', 'know', 'expect']"
BBQ - Test 13,Meets Expectation,Second sample so I had a better idea of how this would taste,49.02,3,"['second', 'sample', 'well', 'idea', 'would', 'taste']"
BBQ - Test 14,Meets Expectation,"I wasn't sure how BBQ bar would taste, I normally associate these types of products with breakfast",-24.11,4,"['wasnt', 'sure', 'bbq', 'bar', 'would', 'taste', 'normally', 'associate', 'type', 'product', 'breakfast']"
BBQ - Control (Texas BBQ),Meets Expectation,tastes better than it looks,44.04,4,"['taste', 'well', 'look']"
BBQ - Test 13,Meets Expectation,dont normally like bbq but this is good,50.98,4,"['dont', 'normally', 'like', 'bbq', 'good']"
BBQ - Test 14,Meets Expectation,it had more flavor than i expected,0,4,"['flavor', 'expect']"
BBQ - Control (Texas BBQ),Meets Expectation,I thought it would have a weird bbq flavor to it but it does not.,-9,4,"['thought', 'would', 'weird', 'bbq', 'flavor']"
BBQ - Test 13,Meets Expectation,I was expecting an overbearing bbq flavor.  This one is subtle.,0,4,"['expect', 'overbear', 'bbq', 'flavor', 'one', 'subtle']"
BBQ - Test 14,Meets Expectation,Its just as I imagined a bar of this name would taste.,0,3,"['imagined', 'bar', 'name', 'would', 'taste']"
BBQ - Control (Texas BBQ),Meets Expectation,I expected something much more flavorful and not as bland. Other snack bars typically border on being almost too strong but this ones flavor definitely needed to be boosted a bit.,83.21,2,"['expect', 'something', 'much', 'flavorful', 'bland', 'snack', 'bar', 'typically', 'border', 'almost', 'strong', 'one', 'flavor', 'definitely', 'need', 'boost', 'bit']"
BBQ - Test 13,Meets Expectation,I expected a bar that really accentuated the barbeque and smoky flavors and this bar did not do that for me at all.,0,2,"['expect', 'bar', 'really', 'accentuate', 'barbeque', 'smoky', 'flavor', 'bar']"
BBQ - Test 14,Meets Expectation,The moment I took a bite I was able to immediately notice the barbeque flavors and the smoky flavors in the bar. It did not taste bland or strange in any way.,-20.23,5,"['moment', 'take', 'bite', 'able', 'immediately', 'notice', 'barbeque', 'flavor', 'smoky', 'flavor', 'bar', 'taste', 'bland', 'strange', 'way']"
BBQ - Control (Texas BBQ),Meets Expectation,"A savory nut bar is a new concept to me, and I had preconceived notions that BBQ-flavored nut bars wouldn't be tasty. This was a pleasant surprise.",65.97,5,"['savory', 'nut', 'bar', 'new', 'concept', 'preconceive', 'notion', 'bbqflavored', 'nut', 'bar', 'wouldnt', 'tasty', 'pleasant', 'surprise']"
BBQ - Test 13,Meets Expectation,"This is in line with the other bars: I didn't expect a savory taste to go so well with a nut bar, but it does.",21.93,4,"['line', 'bar', 'didnt', 'expect', 'savory', 'taste', 'go', 'well', 'nut', 'bar']"
BBQ - Test 14,Meets Expectation,I didn't expect the taste to compliment the composition and the texture of the nut bar so well.,70.42,5,"['didnt', 'expect', 'taste', 'compliment', 'composition', 'texture', 'nut', 'bar', 'well']"
BBQ - Control (Texas BBQ),Meets Expectation,I didn't think they could make a bar that was savory and make me want to keep eating it.,7.72,4,"['didnt', 'think', 'could', 'make', 'bar', 'savory', 'make', 'want', 'keep', 'eating']"
BBQ - Test 13,Meets Expectation,"It tastes how I think it would. Not great, but not bad.",38.75,3,"['taste', 'think', 'would', 'great', 'bad']"
BBQ - Test 14,Meets Expectation,I like how the flavor snapped and it was crispy yet crunchy.,36.12,5,"['like', 'flavor', 'snap', 'crispy', 'yet', 'crunchy']"
BBQ - Control (Texas BBQ),Meets Expectation,"I like BBQ chips so I thought I'd like this, however I don't.  The flavor is too strong and doesn't fit in this combination with nuts.",59.8,2,"['like', 'bbq', 'chip', 'think', 'id', 'like', 'however', 'dont', 'flavor', 'strong', 'doesnt', 'fit', 'combination', 'nut']"
BBQ - Test 13,Meets Expectation,The other samples tasted very similar so I expected this bar to taste this way.,0,3,"['sample', 'taste', 'similar', 'expect', 'bar', 'taste', 'way']"
BBQ - Test 14,Meets Expectation,The previous sample had a nearly identical taste so I expected the same with this bar.,0,3,"['previous', 'sample', 'nearly', 'identical', 'taste', 'expect', 'bar']"
BBQ - Control (Texas BBQ),Meets Expectation,I underestimated how much the BBQ would throw off the balance. When partaking in a Nature Valley Bar you do t expect to receive a taste liking to Barbecue chips,15.31,2,"['underestimated', 'much', 'bbq', 'would', 'throw', 'balance', 'partake', 'nature', 'valley', 'bar', 'expect', 'receive', 'taste', 'like', 'barbecue', 'chip']"
BBQ - Test 13,Meets Expectation,This meet my expectations exactly,0,3,"['meet', 'expectation', 'exactly']"
BBQ - Test 14,Meets Expectation,This taste is closer to what I was expecting when thinking of a bbq crunch bar,0,3,"['taste', 'closer', 'expect', 'think', 'bbq', 'crunch', 'bar']"
BBQ - Control (Texas BBQ),Meets Expectation,"I tasted BBQ, nuts and seeds",-31.82,3,"['taste', 'bbq', 'nut', 'seed']"
BBQ - Test 13,Meets Expectation,it was satisfying.  a nice texture and salty taste,70.03,3,"['satisfy', 'nice', 'texture', 'salty', 'taste']"
BBQ - Test 14,Meets Expectation,expected it to have nuts and a bbq flavor and it did,-31.82,3,"['expect', 'nut', 'bbq', 'flavor']"
BBQ - Control (Texas BBQ),Meets Expectation,I wasnt expecting it to taste good because of the odd combination.,15.31,4,"['wasn\x92t', 'expect', 'taste', 'good', 'odd', 'combination']"
BBQ - Test 13,Meets Expectation,"Its just a odd, unique flavor. I wasnt expecting it to be delicious",34,4,"['it\x92s', 'odd', 'unique', 'flavor', 'wasn\x92t', 'expect', 'delicious']"
BBQ - Test 14,Meets Expectation,Didnt have high expectations for a smoky barbecue flavor but its Nature Valley quality,0,4,"['didn\x92t', 'high', 'expectation', 'smoky', 'barbecue', 'flavor', 'nature', 'valley', 'quality']"
BBQ - Control (Texas BBQ),Meets Expectation,It is not like a bbq chip and the flavor just didn't seem to go well with the mouth feel,-0.26,2,"['like', 'bbq', 'chip', 'flavor', 'didnt', 'seem', 'go', 'well', 'mouth', 'feel']"
BBQ - Test 13,Meets Expectation,it was ok. had a decent bbq flavor and wasn't overpowering,29.6,3,"['ok', 'decent', 'bbq', 'flavor', 'wasnt', 'overpower']"
BBQ - Test 14,Meets Expectation,it just wasn't a good flavor or taste to me. It was a conflicting taste mixture and texture,-62.56,2,"['wasnt', 'good', 'flavor', 'taste', 'conflict', 'taste', 'mixture', 'texture']"
BBQ - Control (Texas BBQ),Meets Expectation,I can taste the bbq flavor but I think the savoriness needs to be ramped up with a touch more salt. It's almost too sweet to be savory,55.48,2,"['taste', 'bbq', 'flavor', 'think', 'savoriness', 'need', 'ramp', 'touch', 'salt', 'almost', 'sweet', 'savory']"
BBQ - Test 13,Meets Expectation,"It does taste like bbq and leans more towards savory, but I think the bbq flavor could be more obvious and be more savory.",19.01,2,"['taste', 'like', 'bbq', 'lean', 'towards', 'savory', 'think', 'bbq', 'flavor', 'could', 'obvious', 'savory']"
BBQ - Test 14,Meets Expectation,"It actually fell below my expectations every so slightly, but it's close enough to being acceptable. The bbq flavor is clear, it's clearly a savory snack, and the crunch is firm and delicious.",94.28,3,"['actually', 'fell', 'expectation', 'every', 'slightly', 'close', 'enough', 'acceptable', 'bbq', 'flavor', 'clear', 'clearly', 'savory', 'snack', 'crunch', 'firm', 'delicious']"
BBQ - Control (Texas BBQ),Meets Expectation,"I had no idea what I BBQ flavor Nature valley bar would taste like, because I normally buy their basic flavors. I wasn't sure if it would work, but it really does!",-15.88,5,"['idea', 'bbq', 'flavor', 'nature', 'valley', 'bar', 'would', 'taste', 'like', 'normally', 'buy', 'basic', 'flavor', 'wasnt', 'sure', 'would', 'work', 'really']"
BBQ - Test 13,Meets Expectation,"I didn't expect a BBQ flavored Nature Valley Bar to work as well as this one does. I expected it to be overdone in the flavor department, but it isn't All the ingredients are perfectly balanced.",81,5,"['didnt', 'expect', 'bbq', 'flavored', 'nature', 'valley', 'bar', 'work', 'well', 'one', 'expect', 'overdone', 'flavor', 'department', 'isnt', 'ingredient', 'perfectly', 'balance']"
BBQ - Test 14,Meets Expectation,I wasn't sure how Nature valley would create a bar with any sort of spice work well as much as this one did.,30.45,5,"['wasnt', 'sure', 'nature', 'valley', 'would', 'create', 'bar', 'sort', 'spice', 'work', 'well', 'much', 'one']"
